code,product_name,ingredients_text,candidate_category,confirmed_allergens,potential_allergens,evidence_level,is_food,review_status
00004559,Peanuts,"PEANUTS, WHEAT FLOUR, SUGAR, RICE FLOUR, TAPIOCA STARCH, SALT, LEAVENING (AMMONIUM BICARBONATE, BAKING SODA), SOY SAUCE (WATER, SOYBEANS, WHEAT, SALT), POTATO STARCH.",peanut;soy;wheat_gluten,peanut;soy;wheat_gluten,,DIRECT,YES,KEEP
0001505501180,miso ramen,"RAMEN NOODLES: WHEAT FLOUR, SHORTENING OIL, TAPIOCA STARCH, POTATO STARCH, SALT, SODIUM HEXAMETAPHOSPHATE, SODIUM HYDROGEN CARBONATE, MIXED TOCOPHEROL, GUAR GUM, AND RIBOFLAVIN. SOUP SAUCE RED MISO WATER SOYBEAN RICE, AND SALT), WATER, SOYBEAN OIL, MALTODEXTRIN, SALT, YEAST EXTRACT, KELP POWDER (DEXTRIN, KELP BROTH, AND KELP EXTRACT), SUGAR SOY SAUCE POWDER ASOY SAUCE SOYBEAN, SALT AND ALCOHOL], DEXTRIN, AND SALT)*, SHALLOT*, WHITE RADISH*, TUNA POWDER (TUNA, MALTODEXTRIN, SALT, AND SUGAR), ONION, GARLIC, SODIUM LACTATE, SODIUM ACETATE, CARAMEL POWDER, DISODIUM INOSINATE AND DISODIUM GUANYLATE, POTASSIUM CHLORIDE, GINGER XANTHAN GUM, SESAME OIL, AND CITRIC ACID. VEGETABLE: CARROT*, CORN*, GREEN ONION* AND SESAME. CHILI OIL PACK: SOYBEAN OIL, GINGER, CHILI OIL. CONTAINS: SOY, WHEAT, SESAME, AND FISH (TUNA). MANUFACTURED IN A FACILITY THAT PROCESSES SOY, WHEAT, AND FISH. *DRIED COOKING INSTRUCTIONS RETTLE AND ENJOY! 4. ADD THE FLAVORING OIL, STIR WELL THE PACKETS. 1. OPEN THE LID HALFWAY AND RENOIE CLOSE THE LID AND WAIT 3 MINUTES 3. ADD HOT WATER TO THE FILL LINE PACKETS (WAIT ON THE FLAVOR OIL. 2. ADD THE VEGGIES AND SEASONING een MICROWAVE on oven wattage. THE PACKETS. 1. OPEN THE LID HALFWAY AND REFUTE HIGH FOR 2 MINUTES AND MICROWAVE † Microwave cook times may vary depe 3. ADD COOL WATER TO THE FILE 2. ADD THE VEGGIES AND SEASONING PACKETS (WAIT ON THE FLAVOR OIL, STIR WELL AND OR 1 MINUTE ADD THE DO NOT MICROWAVE WITH CONTENTS WILL BE HOT PLEASE",,soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
00000987,,"Kashi sept grains entiers et mélange de sésame (entier: blé rouge dur, riz brun, orge, triticale, avoine, seigle, sarrasin, graines de sésame), flocons de soja, sirop de riz brun, sirop de canne séché, fibre de racine de chicorée, avoine à grains entiers, huile de canola pressée, miel, sel, cannelle, mélange concentré de tocophérols (vitamine E) pour la fraîcheur.",soy;sesame,soy;sesame;wheat_gluten,,DIRECT,YES,KEEP
00000116,Vanille-Erdbeer-Cocktail,"Sunflower Seed Butter (Roasted Sunflower Kernel, Dried Cane Syrup, Salt), Vegetable Glycerin, Tapioca Syrup, Rice Crisps (Rice Flour, Rice Bran, Raisin Juice Concentrate, Honey, Salt), Flour Mix (Rice, Buckwheat, Millet), Date Paste, Quinoa Flakes, Rice Starch, Dried Cane Syrup, Puffed Amaranth, Brown Cane Sugar, Ground Flaxseed, Gum Arabic, Xanthan Gum, Salt, Natural Flavor, Leavening (Baking Soda), Vitamins and Minerals (Niacin, Riboflavin, Vitamin B6, Thiamin, Calcium).",wheat_gluten,,,DIRECT,YES,KEEP
0000104647847,golden barrel butter flavored coconut oil,"refined coconut oil, artificial butter flavor, beta carotene color. sta",,,,NONE,YES,KEEP
00004221,100% Grass-fed Whey Protein Isolate,"Grass-Fed Whey Protein Isolate, Peanut Flour, Cocoa Powder, Natural Chocolate Flavor, Salt, Stevia Extract, Sunflower Lecithin",peanut;milk;soy;wheat_gluten,peanut;milk,,DIRECT,YES,KEEP
0000112302754,pur soup' mouliné de 5 légumes verts,"Eau, pomme de terre, courgette, poireau, brocoli, haricot vert, oignon, céleri-rave, épinard, carotte, crème fraiche, amidon de maïs, sel. Contient 29% de légumes verts. Peut contenir des traces de blé (gluten) et oeuf.",,milk,wheat_gluten;egg,BOTH,YES,KEEP
0000943627129,Gingerbread Mini Nut Bars,"&quot;The % Daily Value (DV) tells you how mucha nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice, INGREDIENTS: PEANUTS, INULIN, ALMONDS, YOGURT FLAVORED COATING (SUGAR, PALM KERNEL OIL, WHEY, NONFAT DRY MILK, YOGURT POWDER (NONFAT MILK, LACTIC ACID), SOY LECITHIN, VANILLA), CASHEWS, RICE FLOUR, MOLÄSSES, HONEY, BROWN RICE SYRUP. NATURAL FLAVORS, SPICE BLEND, SEA SALT, SOY LECITHIN, SUGAR. CONTAINS MILK, ALMONDS, CASHEWS, PEANUTS AND SOY, MAY CONTAIN EGGS AND TREE NUTS. DISTRIBUTED BY: Walmart lnc. Bentonville, AR 72716 PRODUCT OF CANADA MAY CONTAIN AN OCCASIONAL STEM OR SHELL FRAGMENT.",peanut;milk;egg;soy;wheat_gluten;tree_nut,peanut;milk;soy;tree_nut,egg;tree_nut,BOTH,YES,KEEP
0001374569225,Œufs Praliné,"Praliné 32% (sucre, amandes, noisettes), sucre, beurre de cacao, lait en poudre, pâte de cacao, lactosérum en poudre, brisure de crêpe dentelle 1% (farine de blé, sucre, beurre concentré, poudre de lait écrémé, malt d'orge, sel), noisettes hachées 0,8%, matière grasse laitière en poudre, émulsifiant : lécithine de soja, arôme naturel de vanille. Traces possibles d'autres fruits à coque, œuf, sésame.",,milk;soy;wheat_gluten;tree_nut,egg;sesame,BOTH,YES,KEEP
0001121325635,"Deluxe mixed nuts, salted","Cashews, almonds, brazil nuts, hazelnuts, pecans, peanut and/or canola and/or cottonseed oil, sea salt.",peanut;tree_nut,peanut;tree_nut,,DIRECT,YES,KEEP
0000210320102,Dutch chocolate,"PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTE ISOLATE, PEA PROTEIN), CRYSTALLINE FRUCTOSE, HIGH OLEIC SUNFLOWER OL MALTODEXTRIN, DUTCHED COCOA, SOY FIBER, CANE FIBER, NATURAL FLAVORS (CHOCOLATE), THICKENER (GUM ARABIC), OLIGOFRUCTOSE POWDER POTASSIUM PHOSPHATE, PRUNE POWDER, CALCIUM CARBONATE SODIUM CASEINATE, THICKENER (CELLULOSE GUM), SALT, THOBER (XANTHAN GUM), INULIN, EMULSIFIER (SOY LECITHIN), ANTICAKING AGENT (SILICON DIOXIDE), ANTIOXIDANT (NATURAL TOCOPHEROLS), MAGNESIUM OXIDE, ZINC GLUCONATE,ASCORBIC ACID (VITAMIN C), FERROUS FUMERATE (RON). POTASSIUM IODIDE, D-ALPHA-TOCOPHERYL ACETATE (MITAMINE NACINAMIDE, VITAMIN A PALMITATE, CHOLECALCIFEROL (VITAMIN D FOLIC ACID, RIBOFLAVIN (VITAMIN B2), PYRIDOXINE HYDROCHLORIDE (MITAMIN B6), THIAMIN HYDROCHLORIDE (VITAMIN B1), CYANOCOBALAMIN (MITAMIN B12). CONTAINS: SOYBEAN AND MILK. PRODUCED ON EQUIPMENT THAT ALSO PROCESSES PEANUTS, TREE NUTS, EGGS, WHEAT SESAME AND SHELLFISH FOR OUR CUSTOMERS SENSITIVE TO GLUTEN: NO GLUTEN-CONTAIN NUTRIMEAL IS PRODUCED IN A FACILITY THAT MANUFACTURES OTHER INGREDIENTS ARE USED IN THIS PRODUCT. HOWEVER DUTCH CHOCOLATE FOODS THAT DO CONTAIN GLUTEN. NUTR Du D",peanut;milk;egg;soy;wheat_gluten;sesame,milk;soy,peanut;tree_nut;egg;wheat_gluten;sesame,BOTH,YES,KEEP
0001121301765,Chocolate covered peanuts,"Milk chocolate (sugar, cocoa butter, milk, chocolate liquor, soy lecithin [an emulsifier], vanilla), peanuts.",peanut;milk;soy,peanut;milk;soy,,DIRECT,YES,KEEP
0002114016000,Unseasoned Plain Bread Crumbs,"Enriched flour (flour, malted barley, niacin, ferrous sulfate, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or canola oils), water, salt. contains 2 percent or less of yeast, honey, molasses, sugar, wheat gluten, whey, soy flour, whole wheat flour, rye flour, corn flour, oat bran, oat flour, corn meal, rice flour, potato flour, butter, dough conditioners (mono-and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative), sesame seeds, sunflower seeds, eggs.",,egg;milk;soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
0000108780106,Porridge To go,"focons davoine complete (36%, arine d avoine complete (14%) sirop de sucre (14%| oligoructose sucre brun cereales croustilantes (arine de riz. farine d'avoine suare, carbonate de calaum, extrait de mat d orge, hule de tournesoli emulsiiants (glycerol lecthine de soja, amidon moditfe, arine damande moulue, poudre de lait ecreme, antioxydant extrait de tocopherol, poudre a lever (bicarbonate de socium se, carbonate de calcum aome naturel Inormations alergeness Les aleroens sont earts en gras. Peut conteni des traces de noix, ble, sesame et de Cauetes",milk;soy;wheat_gluten;sesame;tree_nut,milk;soy;wheat_gluten;tree_nut,tree_nut;wheat_gluten;sesame;peanut,BOTH,YES,KEEP
00001427,Raisin Walnut Apple Bar,"Nutrition Facts 8 servings per container serving size 1 bar (71g) unt per serving lories 200 % Daily Value* 25g 3% ed Fat 0g 0% 0g 1 0mg 0% 5% drate 35g 13% 5g 18% 6g ag Added Sugars 0%  UNBLEACHED HIGH GLUTEN ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RAISINS, WHEAT BRAN, VITAL WHEAT GLUTEN, WHOLE WHEAT FLOUR, WALNUTS, DRIED APPLES, DATE PASTE, HONEY, YEAST, CINNAMON, SALT, GUAR GUM, MONOCALCIUM PHOSPHATE CONTAINS WHEAT, WALNUT MAY CONTAIN EGG, SOY, SESAME DIST ,  SOLD EXCLUSIVELY BY: TRADER JOE'S, MONROVIA, CA 91016 0% 4% 15% 2% ng lue (DV) tells you how much a nutrient at food contributes to a daily diet 2,000 day is used for general nutrition advice SKU# 000142 '0000&quot;1427 TRADEX JOES Raisin Matest hate",egg;soy;wheat_gluten;sesame;tree_nut,wheat_gluten;tree_nut,egg;soy;sesame,BOTH,YES,KEEP
0000609154005,Madeline chocolate advent,"milk chocolate (sugar, milk, cocoa butter, chocolate, soy lecithin - an emulsifier, vanillin - an artificial flavor) contains: milk, soy manufactured on equipment that processes peanuts and tree nuts (almonds, pecans, cashews and hazelnuts). d",peanut;milk;soy;tree_nut,milk;soy,peanut;tree_nut,BOTH,YES,KEEP
00001170,Organic Acerola Powder,"non-gmo soy protein isolate, corn starch, non-gmo soy flour, tapioca starch, sesame seeds, palm oil, pea fiber, rice syrup, honey, distilled vinegar, mustard seed, jalapeño pepper, green bell pepper, paprika, salt, maltodextrin, dextrose, turmeric, garlic powder, onion powder, xanthan gum, stevia, non-aluminum baking powder, yeast.",soy;wheat_gluten;sesame,soy;sesame,,DIRECT,YES,KEEP
00001238,Spaghetti in Käse-Sahne-Sauce,"Hvetemel, smør (fløte (melk), melkesyrebakterier), fyll (sukker, vegetabilsk olje og fett (raps, shea, kokos), hasselnøtt, fettredusert kakaopulver, skummet melk, vegetabilsk emulgator (soyalecitin), aroma (vanilin)), vann, gjær sukker, dekor (kakaomasse, sukker, kakaosmør, melkefett, vegetabilsk emulgator (E 322 (soyalecitin)) egg, salt, hvetegluten, enzym, melbehandlingsmiddel (E 300).",,egg;milk;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
0000609983810,Hatchers peanut butter filled milk chocolate,"Milk chocolate (sugar, milk, cocoa butter, chocolate, soy lecithin-an emulsifier, vanilla-an artificial flavor). peanut butter center: peanut butter (peanuts, salt, partially hydrogenated palm oil), sugar, palm kernel oil, partially defatted peanut flour, nonfat milk, partially hydrogenated palm oil, salt, soy lecithin (an emulsifier), tbhq and citric acid to protect freshness).",peanut;milk;soy;wheat_gluten,peanut;milk;soy,,DIRECT,YES,KEEP
0000200003080,walkers,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Salt & Vinegar Seasoning [Flavourings, Acids (Citric Acid, Malic Acid), Potassium Chloride, Salt, Dextrose, Sugar, Yeast Extract], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice May Contain: Milk, Wheat, Gluten, Barley, Soya, Celery, Mustard SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere WALKERS ered",,,milk;wheat_gluten;soy,PRECAUTIONARY,YES,KEEP
00018579,Aunt Maple's Crunchy Granola,"Organic rolled oats, flame raisins, organic coconut chips, organic maple syrup, sunflower oil, walnuts, roasted diced almonds, wheat germ, honey, crunchy almond butter (dry roasted almonds), hazelnuts, almonds, organic ground cinnamon, organic vanilla extract.",,wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00000015,Madeleines ChocoLait,"Farine de blé 27%, chocolat au lait 18% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, huile de colza, œufs de poules élevées en plein air 14.5%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - citrates de sodium (blé), sel, gluten de blé, lait écrémé en poudre, fibres végétales, arôme naturel. Peut contenir des traces de fruits à coque.",milk;egg;soy;wheat_gluten,milk;egg;soy;wheat_gluten,tree_nut,BOTH,YES,KEEP
0000112407493,velouté de potiron,"Eau, potiron 35%, oignon, pomme de terre, carotte, jus de tomates à base de concentré, crème fraiche 1,7%, amidon transformé de maïs, sel, beurre de cuisine, arômes (contient lait). Peut contenir des traces de céleri, blé (gluten) et oeuf.",,milk,wheat_gluten;egg,BOTH,YES,KEEP
00002171,Organic Vegan Protein Shake Mix,"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Coconut & Organic Sunflower), Organic Fruit Blend (Organic Date, Organic Banan: & Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, 120 Organic Cocoa (Alkalised), Natural Flavors % Daily Value* 3% Probiotics & Digestive Enzyme Blend (Bacillus Coagulans, Amylase, Protease, Cellulase, Lactase & Lipase), Organic Monkfruit Extract, Milled Flax Seeds Organic Cinnamon Ceylon, Organic Turmeric. 0% Trans Fat 0g Cholesterol Omg 0% Contains: Coconut. Made in a facility Sodium 240mg 10% that uses peanuts, tree nuts & sesame Total Carbohydrate 11g 4% - may contain traces. Dietary Fiber 5g 18% Made in Ireland by Wyldsson Ltd., Total Sugars 3g Snowdrop, Dublin 22, Ireland. Includes Og Added Sugars 0% Certified Organic by Irish Organic Protein 20g 27% Association (IOA). Calcium 16mg 2% Iron 6mg 30% Potassium 135mg 4% Magnesium 50mg 10% No salt added but this is not a sodium free food. Suggested daily serving size: 35g. We believe in a varied, balanced diet. Zinc 3mg 20% Not a significant source of Vitamin D The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice. X002C1C71V EarthChimp Organic Veg...ee, Gum Free (Vanilla) New SPREAD 10",peanut;sesame,coconut,peanut;tree_nut;sesame,BOTH,YES,KEEP
00012162,Whey Protein Hazelnuss Kakao,"BASIC INGREDIENTS, NEUTRAL: Mixture of whey proteins (whey protein concentrate, whey protein isolate, whey protein hydrolysate); emulsifier soy lecithins. BASIC INGREDIENTS OF OTHER VARIETIES: Mixture of whey proteins (whey protein concentrate, whey protein isolate, whey protein hydrolysate); flavouring, emulsifier: soy lecithins; thickener. xanthan gum, quar qum, sodium carbony methyí cllulose; sweetener: acesulfame K, sucralose; anti-caking agent: silicon dioxide. CHOCOLATE, CHOCOLATE-MINT: 5 % cocoa, colour: ammonia caramel; salt, colour: carmines. HAZELNUT CHOCOLATE: 1.5% cocoa, salE COOKIES & CREAM, VANILLA COOKIES biscuit pieces (wheat flour, sugar, palm fat, low-fat cocoa powder, salt, raising agent: ammonium carbonates, sodium hydrogen carbonate, potassium carbonates), salt. DOUBLE CHOCOLATE: 5% cocoa, salt. BUTTER BISCUIT: 5% biscuit pieces (wheat flour, sugar % butter, wheat starch, glucose-fructose syrup, skimmed milk powder, salt, sweet whey powder, natural bourbon vanilla flavouring), salt. LATTE MACCHIATO: 2.15 % instant coffee, colour: caramels; salt. TOFFEE: Colour: caramels; salt,instant coffee CHOCO - LATE-COCONUT: 4% cocoa, 2% coconut flakes, colour: caramels; salt, colour: carmines. STRAWBERRY-WHITE CHOCOLATE: 5 % white chocolate chips (sugar, cocoa mass, whole milk powder, emulsifier: lecithins), acid: citric acid; salt. TRIPLE CHOCOLATE: 6 % dark chocolate (2.5% cocoa, sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins); 5% cocoa. CHOCOLATE BUTTER BISCUIT: 5 % cocoa, 5% biscuit pieces (wheat flour, sugar, 11% butter, wheat starch, glucose-fructose sirup, skimmed milk powder salt, sweet whey powder, natural bourbon vanilla flavour), salt, caramel. CINNAMON ROLL: Cinnamon, salt. WHITE CHOCOLATE: 5 % white chocolate chips (sugar, cocoa mass, whole milk powder, emulsifier: lecithins), salt. YOGHURT PEACH: acid: citric acid; salt. RED BANANA: colour: carotenes, carmines, BLACK FOREST CAKE: 5 % dark chocolate (2.5 % cocoa, sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins), 5 % cocoa, instant caramel, salt. BANANA BREAD: Salt, BISCUIT: cinnamon. STRACCIATELLA: 6% Dark chocolate pieces (sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins). CHOCOLATE BROWNIE: 5% Cocoa, caramel, salt, colour: carmines. May contain traces of gluten and eggs. NOTE: Itis recommended mot to exceed one serving per day. This product is not a substitute for a varied and balanced diet and a healthy lifestyle.",,milk;soy,,DIRECT,YES,KEEP
0000103529964,impact protein whey,"whey protein concentrate (milk) (96%) (contains emulsifiers (soya lecithin, sunflower lecithin)), fat reduced cocoa powder, flavouring, sweetener (sucralose). allergen information: for allergens, see ingredients in bold. important information: store in a cool, dry place away from direct sunlight. this product is intended to be used alongside a varied and balanced diet and a healthy lifestyle. suitable for vegetarians. *naturally occurring bcaas fr: concentré de protéines de lactoserum en poudre prête à l'emploi. saveur chocolat onctueux. contient de l'edulcorant. conseils d'utilisation: mélanger 30g (environ 1 cuillère) de poudre à 250ml d'eau ou de lait et consommer 30 minutes avant et/ou après un entrainement. la poudre se tasse avec le temps. il est conseillé de la peser pour obtenir une dose précise. portion: 30g, portions par contenant: 33. valeurs nutritionnelles: pour 100g (par portion de 30g), valeur énergétique 1590kj/",,milk;soy,,DIRECT,YES,KEEP
00000022,Farandole de madeleine,"Madeleines ChocoNoir - Madeleines nappées de chocolat noir : farine de blé 27%, chocolat noir 18% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, huile de colza, œufs de poules élevées en plein air 14.5%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - citrates de sodium (blé), sel, gluten de blé, lait écrémé en poudre, fibres végétales, arôme naturel. Peut contenir des traces de fruits à coque. Toutes vos remarques et suggestions sont les bienvenues : contactez notre Service Qualité en indiquant le nom et le numéro du lot du produit concerné figurant sur le dessus de la boîte. Pour conserver toutes les qualités de ce produit, le maintenir dans un milieu tempéré à l'abri de la chaleur, de l'humidité et du froid.",milk;egg;soy;wheat_gluten,milk;egg;soy;wheat_gluten,tree_nut,BOTH,YES,KEEP
0000112302688,,"eau, pomme de terre 15%, oignon 6,6%, lait écrémé reconstitué, amidon transformé de mais, poudre de fromage 1,5%, lardons fumés 1,2% (porc, eau, sel), huile de colza, sel, arômes (contient lait), extraits naturels d'épices. Peut contenir des traces de céleri, de blé (gluten) et d'oeuf.",,milk,wheat_gluten;egg,BOTH,YES,KEEP
00000231,Bramwells American Style Peanut Butter,"Fructose, Soy Protein Isolate, Calcium Caseinate, Cocoa Powder, Casein, Oat Fiber, Cellulose Powder, Vegetable Stabilizer Guar Gum, Vitamins Premix, Minerals Premix, Canola Oil, Salt, Anticaking Agent Silicon Dioxide, Vegetable Emulsifier Lecithin Liquid, Anticaking Agent Dicalcium Phosphate, Thickener Carrageenan, dl-Methionine, Vegetable Emulsifier Lecithin Liquid, Anticaking Agent Silicon Dioxide, Vegetable Thickener Citrus Pectin, Psyllium Husk Powder, Hibiscus Sabdariffa Powder, Papaya Fruit Powder, Digestive Aids Papain and Bromelain",peanut;milk;soy,soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00000273,Superfruit Organic Freezie Pops,"Organic white grape juice, Organic apple juice, Organic strawberry purée, Organic lemon juice, Organic guar gum, Organic strawberry flavor, Organic mango purée, Organic mango flavor, Organic blueberry purée, Organic pomegranate juice, Organic berry flavor",,,,NONE,YES,KEEP
00011723,Pistachio almond cookies,"Farine de blé contient Gluten (avec Farine de blé, Carbonate de calcium, Fer, Niacine, Thiamine) • Beurre (Lait) (23%) • Sucre • Eclats de pistaches (14%) • Éclats d'amandes (8%) • Sirop de sucre inverti • Poudre à lever : E450, E503, Bicarbonate de soude • Lait en poudre . Sel.",,milk;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00015769,Salade Crous Bowl,"Salade mélangée 35.3%. salade quinoa BOULGOUR cranberry 35,3% (boulgour de BLE réhydraté 37,9% [eau, BLE dur précuit ] quinoa cuit 20%, tomate 10%, huile de colza, concombre 7%, courgette 5%, cranberries 4% [cranberries, sucre, huile de tournesol], raisin golden 4% [agent d'enrobage : huile de tournesol], jus concentré de citron, menthe, vinaigre d'alcool, sel, persil, ail, conservateur : E202, piment doux) pomme 11,8%, chou rouge émincé 4,7%, carottes râpées 4,7%, NOIX DE CAJOU grillées 4,7%, radis",,wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00000261,Prebiotic Fiber Gummies,"Chicory root fiber, water, pectin, agar agar, tapioca starch, trisodium citrate, citric acid, natural flavors, black carrot concentrate, chlorophyll, carnauba wax.",,,,NONE,YES,KEEP
0001121308893,Premium Jurtle Caramel Corn,"Dark chocolate flavored confectioners' coating (sugar, vegetable oils [palm kernel and partially hydrogenated palm], cocoa, skim milk, cocoa [processed with alkali], vanilla, natural and artificial flavors, sorbitan tristearate and soy lecithin [emulsifiers], salt), brown sugar, corn syrup, white confectioners' coating (sugar, partially hydrogenated palm kernel oil, nonfat milk powder, soy lecithin [emulsifier], monoglycerides, artificial color [titanium dioxide], artificial flavor), popcorn, roasted salted almonds (whole almonds, peanut oil, salt), roasted salted pecan pieces (pecan pieces, peanut oil, salt), sugar, water, coconut oil (pure coconut oil, beta-carotene), butter (cream, salt), natural flavor, salt, artificial butter flavor, fd&c yellow 5 lake (e102), baking soda (sodium bicarbonate).",peanut;milk;soy;tree_nut,peanut;milk;soy;tree_nut,,DIRECT,YES,KEEP
0001202312202,Tiramisu cheescake,"Unsweetened Soya Milk [Water, Soya Beans, Calcium, Natural Flavouring, Stabiliser: Gellan Gum, Vitamins (B2, B12, D2)], Cashew, Maple Syrup, Oats, Coconut Milk, Ground Almonds, Coconut Oil, Dark Chocolate (6%) [Organic Cocoa Mass (67%), Organic Coconut Sugar, Organic Cocoa Butter], Cocoa Powder, Lemon Juice, Vanilla Extract (1.0%), Coffee (0.3%), Sea Salt",,soy;tree_nut,,DIRECT,YES,KEEP
0000112302683,,"eau, potiron 21%, pomme de terre, oignon, jus de tomates à base de concentré, crème, champignons de Paris, amidon transformé de maïs beurre de cuisine, girolles 1,1%, sel, sucre, arômes (contient lait), persil; ail. Peut contenir des traces de céleri, blé (gluten) et oeuf.",,milk,wheat_gluten;egg,BOTH,YES,KEEP
0001472055734,,"Wasser, Weizenvollkornmehl, Weizeneiweiß, Sonnenblumenkerne, Leinsamen, Erbsenschrot, Hefe, Sesam, Weizenproteinkonzentrat, Ackerbohnenmehl, Gerstenmalz - mehl, Weizenspeisekleie, Natursauerteig (Wasser, Roggen - vollkornmehl, Roggenmehl, Weizenmehl), Säureregulator: Natriumacetate; Roggenmehl, Salz. Kann Spuren von Ei, Soja und Milch enthalten. Angebrochene Packung stets wieder mit Clip verschließen und möglichst bald verzehren. Ungeöffnet",,wheat_gluten;sesame,egg;soy;milk,BOTH,YES,KEEP
00001404,,"Farine de blé 39%, chocolat noir 22% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, beurre concentré, huile de colza, lait écrémé en poudre, sel, poudres à lever: carbonates de sodium - citrates de sodium (blé), arôme naturel. : Peut contenir des traces d'œufs, de graines de sésame et de fruits à coque. S",,milk;soy;wheat_gluten,egg;sesame;tree_nut,BOTH,YES,KEEP
0000790430018,"Welch's, pb&j trail mix, grape","Peanuts flavored dried cranberries (cranberries, sugar, sunflower oil, natural flavor), peanut flavored coating dried cane syrup, palm kernel oil, partially defatted peanut flour, whey powder [milk], salt, soy lecithin [an emulsifier], yogurt flavored coating (sugar, palm kernel oil and/or palm oil, nonfat dry milk, whey powder, nonfat yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], soy lecithin [an emulsifier], lactic acid, vanilla), sugar, corn oil, salt, coloring (includes vegetable juice), tapioca dextrin, honey, gum arabic, natural flavors, corn syrup, confectioner's glaze.",peanut;milk;soy;wheat_gluten,peanut;milk;soy,,DIRECT,YES,KEEP
0001143155625,Nankhatai traditional indian cookies,"Wheat flour (50%), sugar (21%), hydrogenated vegetable oil (contains one or more of the following: sesame oil, soybean oil, palm oil), cardamom, nutmeg, sodium bicarbonate, butylated hydroxyanisole (e320), salt.",,wheat_gluten,sesame,BOTH,YES,KEEP
00000274,Protine,"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Natural and Artificial Flavors, Cookie Pieces (Sugar, Unbleached Enriched Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid], High Oleic Canola Oil and/or Palm Oil and/or Sunflower Oil, Cocoa [Processed with Alkali], High Fructose Corn Syrup, Leavening [Baking Soda and/or Calcium Phosphate], Soy Lecithin, Vanillin [an Artificial Flavor], Chocolate), Milk Powder (for creaminess), Cellulose Gum, Medium Chain Triglyceride (MCT) Oil Powder, Salt, Sucralose, Acesulfame Potassium, Maltodextrin",,egg;milk;soy;wheat_gluten,,DIRECT,YES,KEEP
0002000007201,Seeded hamburger 8 enriched buns,"Enriched wheat flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water, yeast, high fructose corn syrup, soybean oil, contains 2% or less of the following: wheat gluten, sesame seeds, salt, cultured wheat flour, dough conditioners (sodium stearoyl lactylate, monoglycerides, ascorbic acid), yeast nutrients (monocalcium phosphate, calcium sulfate, ammonium sulfate), calcium propionate (preservative), vinegar, soy lecithin.",,soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
