code,product_name,ingredients_text,allergens,allergens_en,additives_en,candidate_category,confirmed_allergens,potential_allergens,evidence_level,is_food,review_status
0000200008423,Thai sweet chilli sensations,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Thai Sweet Chilli Seasoning [Sugar, Soya Sauce Powder (contains Wheat), Fructose, Flavouring, Hydrolysed Vegetable Protein (contains Soya) Potassium Chloride, Salt, Dried Onion, Dried Red Chilli Flakes, Dried Garlic, Dried Parsley, Dried Tomato, Paprika Powder, Red Bell Pepper Powder Acidity Regulator (Citric Acid), Colour (Paprika Extract)], Firming Agent (Calcium Lactate Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice Contains: See highlighted ingredients May Contain: Milk, Gluten, Barley, Celery, Mustard Suitable for Vegetarians",,,"E160c - Paprika extract,E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary",,soy;wheat_gluten,milk,BOTH,YES,KEEP
0000112407493,velouté de potiron,"Eau, potiron 35%, oignon, pomme de terre, carotte, jus de tomates à base de concentré, crème fraiche 1,7%, amidon transformé de maïs, sel, beurre de cuisine, arômes (contient lait). Peut contenir des traces de céleri, blé (gluten) et oeuf.",en:gluten,,E14XX - Modified Starch,,milk,wheat_gluten;egg,BOTH,YES,KEEP
0000200003145,ked e use carefully ty ingredients never fried...,"Potato Flakes, Starch, Rapeseed Oil, Sugar, Emulsifi (Lecithins), Sea Salt Seasoning Sea Salt, Salt, Flavourings), Sunflower Oil, Colour (Annatto Norbixin) ALLERGY ADVICE MAY CONTAIN: MILK, MUSTARD, SOYA WHEAT AND OTHER CEREALS CONTAINING GLUTEN n for More",,,E322 - Lecithins,,,milk;soy;wheat_gluten,PRECAUTIONARY,YES,KEEP
00001422,Le Jambon de nos Régions,"Pea base (pea protein isolate 41%, lentil flour, potato starch, corn flour), sunflower oil, seasoning [onion powder, whey powder (milk), salt, sour cream powder (milk), cheese powder (cheese (milk), milk solids, emulsifier (disodium phosphate)), dextrose, yeast extract, natural flavouring, parsley herb flakes, acidity regulator (citric acid)], antioxidant (rosemary extract). May contain soybeans.",en:milk,,"E330 - Citric acid,E339ii - Disodium phosphate,E392 - Extracts of rosemary",,milk,soy,BOTH,YES,KEEP
0000192495165,Dessert végétal à l'amande et au chocolat et à la noisette,"Lait d'amande* à la noisette* 79% (eau, amande* 3%, noisette* 3%), sucre de canne blond*, riz rond blanc de Camargue*, chocolat noir supérieur* 4% (pâte de cacao*, sucre de canne blanc*, beurre de cacao*, extrait de vanille*), poudre de cacao*, sel de Guérande, épaississant : farine de graines de caroube*. Peut contenir des traces de fruits à coque et de lait. Souligné : Commerce Équitable contrôlé Fair for Life : 54 % du total des ingrédients agricoles. *100% des ingrédients d'origine agricole sont biologiques.",,,,,tree_nut,milk,BOTH,YES,KEEP
0001900014845,,"WHEAT flour, cherry tomatoes 31 5%, water, refined high cleic vegetable sunflower oil, extra virgin olive oil, yeast, salt, malt extract (BARLEY com). spices (rosemary, sage, laurel, fennel seeds, coriander seeds, oregano, pepper, parsley, garlic, marjoram in varying proportions), flavors. Contains GLUTEN. It may contain traces of MILK and milk products EGGS, NUTS, SOYA FISH SESAME seeds, MUSTARD.",,,,,wheat_gluten,milk;egg;tree_nut;soy;sesame,BOTH,YES,KEEP
00001100,Cigarettes Fourrées Chocolat Noisettes,"Fourrage chocolat noisette 55% (chocolat en poudre 44.5%* (sucre, cacao en poudre), graisses de coprah et de palmiste, sucre,_noisette_7,5%';, _lait_écrémé en poudre, émulsifiant : lécithines (_soja_), arôme), farine de blé, sucre, fructose,_lait_écrémé en poudre, graisse de coprah, colorant: caramel ordinaire, émulsifiant: lécithines (_soja_), sel.  *exprimés sur le fourrage équivalent respectivement à 24,4% et 4,1% sur l'ensemble du produit.","en:gluten,en:milk,en:nuts,en:soybeans",,"E150a - Plain caramel,E322 - Lecithins",,milk;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
0000103529964,impact protein whey,"whey protein concentrate (milk) (96%) (contains emulsifiers (soya lecithin, sunflower lecithin)), fat reduced cocoa powder, flavouring, sweetener (sucralose). allergen information: for allergens, see ingredients in bold. important information: store in a cool, dry place away from direct sunlight. this product is intended to be used alongside a varied and balanced diet and a healthy lifestyle. suitable for vegetarians. *naturally occurring bcaas fr: concentré de protéines de lactoserum en poudre prête à l'emploi. saveur chocolat onctueux. contient de l'edulcorant. conseils d'utilisation: mélanger 30g (environ 1 cuillère) de poudre à 250ml d'eau ou de lait et consommer 30 minutes avant et/ou après un entrainement. la poudre se tasse avec le temps. il est conseillé de la peser pour obtenir une dose précise. portion: 30g, portions par contenant: 33. valeurs nutritionnelles: pour 100g (par portion de 30g), valeur énergétique 1590kj/",en:milk,,"E322 - Lecithins,E322i - Lecithin,E955 - Sucralose",,milk;soy,,DIRECT,YES,KEEP
0001757016092,Finest Milk Chocolate,"SUGAR, COCOA BUTTER, HAZELNUTS, WHOLE MILK POWDER, COCOA MASS RUM - RAISINS [RAISINS, RUM 60% VOL., RUM FLAVOR], LACTOSE, WHEY POWDER, HAZELNUT PASTE, EMULSIFIER: SOY LECITHIN, FLAVOR: VANILLE EXTRACT. COCOA SOLIDS: 31% MINIMUM IN CHOCOLATE.",,,"E322 - Lecithins,E322i - Lecithin",,milk;soy;tree_nut,,DIRECT,YES,KEEP
00001240,Coop Croissant med Sjokolade 85g,"Hvetemel, smør (fløte (melk), melkesyrebakterier), fyll (sukker, vegetabilsk olje og fett (raps, shea, kokos), hasselnøtt, fettredusert kakaopulver, skummet melk, vegetabilsk emulgator (soyalecitin), aroma (vanilin)), vann, gjær sukker, dekor (kakaomasse, sukker, kakaosmør, melkefett, vegetabilsk emulgator (E 322 (soyalecitin)) egg, salt, hvetegluten, enzym, melbehandlingsmiddel (E 300)",,,"E300 - Ascorbic acid,E322 - Lecithins",,milk;egg;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00013826,Le jurassien,"Pain triangle aux CEREALES 37,7% : PATE (farine de BLE (farine de BLE, GLUTEN de BLE, farine de BLE malté, levure désactivée)), eau, dextrose, graines de tournesol 1,5%, sel, levure, poudre de BEURRE, perméat de LACTOSERUM, émulsifiant : E471e, GLUTEN de BLE, graines de millet 0,3%, graines de SESAME 0,3%, colorant : E160iii, agent de traitement de la farine : E300. décor GRAINES 3% (millet 45%, SESAME 35%, pavot 20%) Garniture 62,3% : concombre 30,3%, radis rouge 24,2%, carottes râpées 12,1%, COMTE 12,1% ( LAIT de vache, sel, FERMENTS LACTIQUES, présure), FROMAGES aux 4 poivres 12,1% (FROMAGE frais, eau, CREME, sel 1,5%, poivres 0,3% : vert, blanc, noir, baies roses, poivrons, arômes de BLE, dextrose), salade de batavia 9,1% (% exprimés sur la garniture)",,,E300 - Ascorbic acid,,milk;wheat_gluten;sesame,,DIRECT,YES,KEEP
0001000657163,Tortellini Ricotta Epinard,"pâtes: farine de blé tendre, œuf pasteurisé, semoule de blé dur, eau fourrage; fromage ricotta (lactosérum, lait, sel,  régulateur d'acidité: acide citrique, acide lactique), épinards, flocons de pomme de terre, fromage mozzarella (lait), huile de tournesol, fromage en poudre, fromage (lait), lactosérum en poudre (lait), sels émulsifiants: citrate monosodique, beurre (lait), lactose (lait), chapelure (farine de blé, sel, levure), farine de riz, fibre de blé, sel, noix de muscade.","en:eggs,en:gluten,en:milk",,"E270 - Lactic acid,E330 - Citric acid,E331 - Sodium citrates,E331i - Monosodium citrate",,milk;egg;wheat_gluten,,DIRECT,YES,KEEP
0000221608851,Mr Kipling 6 chocolate and caramel Bakewell tarts,"Wheat Flour, Sugar, Vegetable Oils, Glucose Syrup, Caramel Sauce 9% (Glucose Syrup, Sweetened Condensed Milk (Milk, Sugar), Water, Humectant (Vegetable Glycerine), Unsalted Butter (Milk), Sugar, Dextrose, Fructose, Gelling Agent (Pectin), Salt, Acidity Regulator (Sodium Citrates), Flavouring), Water, Icing Sugar, Cacao Nibs 1%, Humectant (Vegetable Glycerine), Ground Rice, Whey Powder (Milk), Skimmed Milk Powder, Fat Reduced Cocoa Powder 0.6%, Dried Egg White, Barley Malt Extract, Salt, Dextrose, Emulsifiers (Sorbitan Monostearate, Polysorbate 60), Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Preservatives (Potassium Sorbate, Sulphur Dioxide (Sulphites)), Flavouring (Sulphites). CONTAINS: WHEAT, GLUTEN, MILK, EGG, SULPHITES. MAY CONTAIN TREE NUTS. N N N M W B CO C 0 Be Fo Ca C AL ap Pr D&D W","en:milk,en:sulphur-dioxide-and-sulphites",,"E202 - Potassium sorbate,E220 - Sulphur dioxide,E331 - Sodium citrates,E422 - Glycerol,E435 - Polyoxyethylene sorbitan monostearate,E440 - Pectins,E450 - Diphosphates,E450i - Disodium diphosphate,E491 - Sorbitan monostearate,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate",,milk;egg;wheat_gluten,tree_nut,BOTH,YES,KEEP
0002114016000,Unseasoned Plain Bread Crumbs,"Enriched flour (flour, malted barley, niacin, ferrous sulfate, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or canola oils), water, salt. contains 2 percent or less of yeast, honey, molasses, sugar, wheat gluten, whey, soy flour, whole wheat flour, rye flour, corn flour, oat bran, oat flour, corn meal, rice flour, potato flour, butter, dough conditioners (mono-and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative), sesame seeds, sunflower seeds, eggs.","en:eggs,en:milk,en:sesame-seeds",,"E170 - Calcium carbonates,E170i - Calcium carbonate,E202 - Potassium sorbate,E270 - Lactic acid,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E517 - Ammonium sulphate",,egg;milk;soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
00000570,Mix Energie Superfood,"abricots , figues , mûres , graines de tournesol *, graines de citrouille *, noix mélangées (amandes brunes, noix du Brésil *, amandes blanches , noix de cajou *, noix *, noisettes *), canneberges *, jus de pomme *, huile de tournesol * ), dadelstuk dadeistukjes * (dates *, farine de riz *), incabesse *, baies de goji * apricots *, figs *, blackberries *, sunflower seeds *, pumpkin seeds * mixed nuts * (brown almonds , Brazil nuts*, white almonds *, cashews *, nuts *, hazelnuts *), cranberries *, apple juice sunflower oil *), dadelstuk dadelstukjes * (dates*, rice flour *), incabesse , goji berries *",,,,,tree_nut,,DIRECT,YES,KEEP
00002155,Madeleines Bijou,"Farine de_blé_, chocolat au_lait_18% (sucre, beurre de cacao, poudre de_lait_entier, pâte de cacao, émulsifiant : lécithines (_soja_), arômes), huile de colza, _œufs_ frais 14%, sucre, poudre de _noisette_6%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), arôme, émulsifiants : mono et diglycérides d'acides gras, sel,_lait_écrémé en poudre.","en:eggs,en:gluten,en:milk,en:nuts,en:soybeans",,"E322 - Lecithins,E422 - Glycerol,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",,egg;milk;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00018579,Aunt Maple's Crunchy Granola,"Organic rolled oats, flame raisins, organic coconut chips, organic maple syrup, sunflower oil, walnuts, roasted diced almonds, wheat germ, honey, crunchy almond butter (dry roasted almonds), hazelnuts, almonds, organic ground cinnamon, organic vanilla extract.",,,,,wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00001238,Spaghetti in Käse-Sahne-Sauce,"Hvetemel, smør (fløte (melk), melkesyrebakterier), fyll (sukker, vegetabilsk olje og fett (raps, shea, kokos), hasselnøtt, fettredusert kakaopulver, skummet melk, vegetabilsk emulgator (soyalecitin), aroma (vanilin)), vann, gjær sukker, dekor (kakaomasse, sukker, kakaosmør, melkefett, vegetabilsk emulgator (E 322 (soyalecitin)) egg, salt, hvetegluten, enzym, melbehandlingsmiddel (E 300).",,,"E300 - Ascorbic acid,E322 - Lecithins",,egg;milk;soy;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00000274,Protine,"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Natural and Artificial Flavors, Cookie Pieces (Sugar, Unbleached Enriched Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid], High Oleic Canola Oil and/or Palm Oil and/or Sunflower Oil, Cocoa [Processed with Alkali], High Fructose Corn Syrup, Leavening [Baking Soda and/or Calcium Phosphate], Soy Lecithin, Vanillin [an Artificial Flavor], Chocolate), Milk Powder (for creaminess), Cellulose Gum, Medium Chain Triglyceride (MCT) Oil Powder, Salt, Sucralose, Acesulfame Potassium, Maltodextrin",,,"E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E466 - Sodium carboxy methyl cellulose,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E950 - Acesulfame k,E955 - Sucralose",,egg;milk;soy;wheat_gluten,,DIRECT,YES,KEEP
00000680,Lomo ibérico de bellota,"enriched wheat flour (flour, malted alue barley flour, reduced iron, niacin, thiamin mononitrate owvitamin b1), riboflavin (vitamin b2), folic acidj, water, in whole wheat flour, sugar, yeast, wheat gluten, cellulose fiber, calcium sulfate, salt, soybean oil, preservatives (calcium propionate, sorbic acid), soy flour, monoglycerides, datem, citric acid, soy lecithin, vitamin d3, potassium iodate, grain vine - gar, monocalcium phosphate. contains wheat, soy. r17-212-202308 79423","en:gluten,en:soybeans",,"E200 - Sorbic acid,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",,soy;wheat_gluten,,DIRECT,YES,KEEP
00012162,Whey Protein Hazelnuss Kakao,"BASIC INGREDIENTS, NEUTRAL: Mixture of whey proteins (whey protein concentrate, whey protein isolate, whey protein hydrolysate); emulsifier soy lecithins. BASIC INGREDIENTS OF OTHER VARIETIES: Mixture of whey proteins (whey protein concentrate, whey protein isolate, whey protein hydrolysate); flavouring, emulsifier: soy lecithins; thickener. xanthan gum, quar qum, sodium carbony methyí cllulose; sweetener: acesulfame K, sucralose; anti-caking agent: silicon dioxide. CHOCOLATE, CHOCOLATE-MINT: 5 % cocoa, colour: ammonia caramel; salt, colour: carmines. HAZELNUT CHOCOLATE: 1.5% cocoa, salE COOKIES & CREAM, VANILLA COOKIES biscuit pieces (wheat flour, sugar, palm fat, low-fat cocoa powder, salt, raising agent: ammonium carbonates, sodium hydrogen carbonate, potassium carbonates), salt. DOUBLE CHOCOLATE: 5% cocoa, salt. BUTTER BISCUIT: 5% biscuit pieces (wheat flour, sugar % butter, wheat starch, glucose-fructose syrup, skimmed milk powder, salt, sweet whey powder, natural bourbon vanilla flavouring), salt. LATTE MACCHIATO: 2.15 % instant coffee, colour: caramels; salt. TOFFEE: Colour: caramels; salt,instant coffee CHOCO - LATE-COCONUT: 4% cocoa, 2% coconut flakes, colour: caramels; salt, colour: carmines. STRAWBERRY-WHITE CHOCOLATE: 5 % white chocolate chips (sugar, cocoa mass, whole milk powder, emulsifier: lecithins), acid: citric acid; salt. TRIPLE CHOCOLATE: 6 % dark chocolate (2.5% cocoa, sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins); 5% cocoa. CHOCOLATE BUTTER BISCUIT: 5 % cocoa, 5% biscuit pieces (wheat flour, sugar, 11% butter, wheat starch, glucose-fructose sirup, skimmed milk powder salt, sweet whey powder, natural bourbon vanilla flavour), salt, caramel. CINNAMON ROLL: Cinnamon, salt. WHITE CHOCOLATE: 5 % white chocolate chips (sugar, cocoa mass, whole milk powder, emulsifier: lecithins), salt. YOGHURT PEACH: acid: citric acid; salt. RED BANANA: colour: carotenes, carmines, BLACK FOREST CAKE: 5 % dark chocolate (2.5 % cocoa, sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins), 5 % cocoa, instant caramel, salt. BANANA BREAD: Salt, BISCUIT: cinnamon. STRACCIATELLA: 6% Dark chocolate pieces (sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins). CHOCOLATE BROWNIE: 5% Cocoa, caramel, salt, colour: carmines. May contain traces of gluten and eggs. NOTE: Itis recommended mot to exceed one serving per day. This product is not a substitute for a varied and balanced diet and a healthy lifestyle.",,,"E120 - Cochineal,E150 - Caramel,E150c - Ammonia caramel,E160a - Carotene,E322 - Lecithins,E330 - Citric acid,E415 - Xanthan gum,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E503 - Ammonium carbonates,E551 - Silicon dioxide,E950 - Acesulfame k,E955 - Sucralose",,milk;soy,,DIRECT,YES,KEEP
00011723,Pistachio almond cookies,"Farine de blé contient Gluten (avec Farine de blé, Carbonate de calcium, Fer, Niacine, Thiamine) • Beurre (Lait) (23%) • Sucre • Eclats de pistaches (14%) • Éclats d'amandes (8%) • Sirop de sucre inverti • Poudre à lever : E450, E503, Bicarbonate de soude • Lait en poudre . Sel.",en:milk,,"E450 - Diphosphates,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E503 - Ammonium carbonates",,milk;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
0000124024111,Protein original,"WATER, OAT FIBER, WHOLE WHEAT FLOUR, FABA BEAN PROTEIN, WHEAT GLUTEN, FLAX, PEA PROTEIN, UNBLEACHED ENRICHED WHEAT FLOUR (UNBLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA OIL, WHEAT BRAN, SALT, PRESERVATIVES (POTASSIUM SORBATE, CALCIUM PROFIONATE), WHEAT GERM, YEAST, POTASSIUM BICARBONATE, SODIUM ACD PYROPHOSPHATE, MONO AND DIGLYCERIDES, FUMARIC ACID (CONTAINS SOYBEAN OIL AND/OR PALM OIL AND/OR COTTONSEED OIL), CELLULOSE GUM, GUAR GUM, XANTHAN GUM, ENZYMES. Added Sugars 0% CONTAINS: WHEAT. MAY CONTAIN MILK INGREDIENTS, SOY, SULFITES. g 0%",,,"E202 - Potassium sorbate,E297 - Fumaric acid,E412 - Guar gum,E415 - Xanthan gum,E450 - Diphosphates,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E501 - Potassium carbonates,E501ii - Potassium hydrogen carbonate",,wheat_gluten,milk;soy,BOTH,YES,KEEP
0001202312202,Tiramisu cheescake,"Unsweetened Soya Milk [Water, Soya Beans, Calcium, Natural Flavouring, Stabiliser: Gellan Gum, Vitamins (B2, B12, D2)], Cashew, Maple Syrup, Oats, Coconut Milk, Ground Almonds, Coconut Oil, Dark Chocolate (6%) [Organic Cocoa Mass (67%), Organic Coconut Sugar, Organic Cocoa Butter], Cocoa Powder, Lemon Juice, Vanilla Extract (1.0%), Coffee (0.3%), Sea Salt","en:gluten,en:nuts,en:soybeans",,E418 - Gellan gum,,soy;tree_nut,,DIRECT,YES,KEEP
0000200010474,"40 SUME SEL POTATOES, WE SEE POTENTIAL 100% GREAT","Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Smoky Bacon Seasoning (Flavourings, Yeast Extract, Salt, Yeast Powder, Potassium Chloride, Acids (Citric Acid, Malic Acid), Colour (Paprika Extract), Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid) Allergy Advice May Contain: Milk, Soya, Mustard, Wheat and other cereals containing gluten SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere WALKERS and the WALKERS logo are registered Trademarks 2025",,,"E160c - Paprika extract,E296 - Malic acid,E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary",,,milk;soy;wheat_gluten,PRECAUTIONARY,YES,KEEP
00001253,Coop Smultringer 43g,"Hvetemel, sukker, egg, vann, fløte, vegetabilsk olje (soyaolje, palmeolje, kokosolje, palmestearin, rapsolje),  mysepulver, syrnet kjernemelkpulver, skummet tørrmelk, yoghurtaroma, melkesyrepulver, konserveringsmiddel (E 1520, E 281), bakepulver, hornsalt, kardemomme, aroma, emulgator (E 471), surhetsregulerende middel (E 331).",,,"E1520 - Propylene Glycol,E281 - Sodium propionate,E331 - Sodium citrates,E471 - Mono- and diglycerides of fatty acids",,milk;egg;soy;wheat_gluten,,DIRECT,YES,KEEP
00000128,Il caffè del benessere,"bulking agents(microcrystalline cellulose, dicalcium phosphate), vitamin k2 (mk7), anti-caking agents (magnesium stearate)",,,"E341 - Calcium phosphates,E341ii - Dicalcium phosphate,E460 - Cellulose,E460i - Microcrystalline cellulose,E572 - Magnesium stearate",,,,EXCLUDE,NO,EXCLUDE
00000100,,"Beetroot extract, Quercetin, L-Citrulline, Schisandra fruit extract, Pomegranate fruit extract, Pine Bark extract, Hawthorn Berry extract, Celery Seed extract, Cane Sugar, Natural Flavors, Citric Acid",en:mustard,,E330 - Citric acid,,,,EXCLUDE,NO,EXCLUDE
00000777,Legion Whey (French Vanilla),"Ingredienti Magnesio bisglicinato in polvere, Idrossido di calcio, Involucro della capsula (Idrossipropilmetilcellulosa), Acido L-Ascorbico (Vitamina C), Cloruro di potassio, Fumarato ferroso, Polvere di calendula (Calendula officinalis, Fiore) (Luteina), Tocoferolo acetato (Vitamina E), Niacina (Vitamina B3), Gluconato di manganese, Ossido di zinco, Estratto di tagete francese (Tagetes erecrta L., Fiore) (Zeaxantina), Gluconato di rame, Acido pantotenico (Vitamina B5), Retinolo acetato (Vitamina A), Colecalciferolo (Vitamina D3), Riboflavina (Vitamina B2), Tiamina HCI (Vitamina B1), Piridossina HCl (Vitamina B6), Cromo picolinato, loduro di potassio, Metilcobalamina (Vitamina B12), Acido folico (Vitamina B9), Biotina HCl (Vitamina B7), Molibdato di sodio, Estratto di crusca di riso.",,,,,,,EXCLUDE,NO,EXCLUDE
0000103010104,Vita-antioxydant,"bwe ro/o ouumy et wh Supplement Facts Serving Size: 2 Tablets Servings Per Container: 56 Amount Per Serving Vitamin A (as 25% (516 mcg) % DV Amount Per Serving %DV 40 mg 1804 ug RAE 200 % | Mixed Tocopherols (D-gamma, D-delta, D-beta Tocopherol) InCelligence TM Complex Retinyl Acetate and 75% (2700 mcg) as Beta Carotene, Mixed Carotenoids) Vitamin C (as Poly C® blend: Potassium, 200 mg Calcium, Magnesium, and Zinc Ascorbates) Vitamin D3 (as Cholecalciferol) 50 mg 36 mg 222% Alpha Lipoic Acid Meriva Bioavailable Curcumin Complex (Curcuma longa L., root)* 25 ug 125% Vitamin E (as d-alpha-Tocopheryl Succinate)67 mg 447% Vitamin K (as K1 [Phytonadione] 240 ug, 270 ug 225% Extract 35 mg (Camellia sinensis hunt, leaves) Quercetin Dihydrate Rutin Hesperidin (Citrus spp. L., fruit) Resveratrol Olivol® (Olive Fruit Extract, Olea europaea L., fruit)** 30 mg 20 mg 20 mg 20 mg 15 mg 64 mg 6 mg and K2 [MK-7 Menaquinone] 30 ug) Thiamine (Vitamin B1) Riboflavin (Vitamin B2) Niacin (as Niacin and Niacinamide) Vitamin B6 (as Pyridoxine HCL) Folate (as 300 ug Folic Acid) Vitamin B12 (as Cyanocobalamin) 15 mg 1250% 15 mg 1154% 20 mg NE 125% 16 mg 941% 500 ug DFE 125% 100 ug 4167% | Inositol 150 ug 500% | Coenzyme Q10 Biotin Pantothenic Acid (as D-Calcium Pantothenate) 45 mg 900% 300 ug 500 ug Lutein (Tagetes erecta L., flower) Choline (as Choline Bitartrate) 51 mg 9% Lycopene t Daily Value (DV) not established Ouer oredients: Microcrystalline Cellulose, Modified Starch, Vegetable Fatty Acid, Croscarmallose Sodium ioodd Organic Maltodetrin, Vanilla Extract Organic Sunflower Lecithin. Organic Palm Clein oreame",,,"E14XX - Modified Starch,E161b - Lutein,E460 - Cellulose,E460i - Microcrystalline cellulose",,,,EXCLUDE,NO,EXCLUDE
00000177,Bio Gerstengras Pulver,"Sorbitol, Glycerin , Water, Carboxymethylcellulose sodium, Potassium sorbate",,,"E202 - Potassium sorbate,E420 - Sorbitol,E422 - Glycerol",,,,EXCLUDE,NO,EXCLUDE
00000052,Organic Erythritol Granulated,100% certified organic granulated erythritol,,,E968 - Erythritol,,,,NONE,YES,KEEP
00000037,Sea Moss Gummies,"Glucose Syrup, Sugar, Water, Citric Acid, Pectin, Natural Flavors, Sodium Citrate, Coconut Oil, Carnauba Wax",,,"E330 - Citric acid,E331 - Sodium citrates,E440 - Pectins,E903 - Carnauba wax",,,,NONE,YES,KEEP
00000273,Superfruit Organic Freezie Pops,"Organic white grape juice, Organic apple juice, Organic strawberry purée, Organic lemon juice, Organic guar gum, Organic strawberry flavor, Organic mango purée, Organic mango flavor, Organic blueberry purée, Organic pomegranate juice, Organic berry flavor",,,E412 - Guar gum,,,,NONE,YES,KEEP
00000095,Chopped spinach,"Sugar Cane, Glucose Syrup (Corn Syrup), Water, Citrus Pectin, Citric Acid, Sodium Citrate, Natural and Artificial Flavors, Betacarotene.",,,"E330 - Citric acid,E331 - Sodium citrates,E440 - Pectins",,,,EXCLUDE,NO,EXCLUDE
00015769,Salade Crous Bowl,"Salade mélangée 35.3%. salade quinoa BOULGOUR cranberry 35,3% (boulgour de BLE réhydraté 37,9% [eau, BLE dur précuit ] quinoa cuit 20%, tomate 10%, huile de colza, concombre 7%, courgette 5%, cranberries 4% [cranberries, sucre, huile de tournesol], raisin golden 4% [agent d'enrobage : huile de tournesol], jus concentré de citron, menthe, vinaigre d'alcool, sel, persil, ail, conservateur : E202, piment doux) pomme 11,8%, chou rouge émincé 4,7%, carottes râpées 4,7%, NOIX DE CAJOU grillées 4,7%, radis",,,E202 - Potassium sorbate,,wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00000147,Pan,"Pâtes à l'épeautre - Rêve de Neptune - Spelt neptunes dream (500g e) Ingrédients Ingrediënten speltbloem*, tomaat*, spinazie*, biet&quot;, spirulina* farine d'épeautre *, tomates *, épinards *, betteraves *, spiruline *",,,,,wheat_gluten,,DIRECT,YES,KEEP
0000104647847,golden barrel butter flavored coconut oil,"refined coconut oil, artificial butter flavor, beta carotene color. sta",,,,,,,NONE,YES,KEEP
00000035,Cardiofitmd,"Oat Fiber, Tahl Gum (Acacia seyal), Apple Fiber, Guar Gum, Rice Bran Fiber, Beet Root Powder, Beet Juice Powder, Rhodiola Root Powder, Bacillus Coagulans, Natural Vanilla and Lemonade Flavors, Other Natural Flavors, Malic Acid, Stevia Leaf Extract, Fumaric Acid, Ginger Root Powder, Tartaric Acid",,,"E296 - Malic acid,E297 - Fumaric acid,E334 - L(+)-tartaric acid,E412 - Guar gum,E960 - Steviol glycosides",,,,EXCLUDE,NO,EXCLUDE
00000152,Pure Creatine Monohydrate,"Sweeteners: erythritol (E-968) and steviol glycosides from stevia (E-960a) (0,3%).",,,"E960a - Steviol glycosides from Stevia,E968 - Erythritol",,,,EXCLUDE,NO,EXCLUDE
