code,product_name,ingredients_text,allergens,allergens_en,additives_en
00000158,,"Oetker 4 Portionen, Milch & Zucker zugeben Original Pudding Vanille Geschmack NUTRI-SCC AB zubereitetes F",,,
00000161,Bio Volleipulver,"Organic Flaxseed Oil, Organic Coconut Oil, Organic Avocado Oil, Organic Sunflower Oil, Organic Pumpkin Seed Oil, Organic Sacha Inchi Seed Oil, Organic Extra Virgin Olive Oil, Organic Sesame Seed Oil, Organic Black Cumin Seed Oil, Organic Evening Primrose Oil, Organic Sea Buckthorn Berry Oil, Organic Fenugreek Seed Extract, Organic Turmeric Root Extract, Organic Rosemary Leaf Extract, Organic Clove Bud Extract, Organic Thyme Leaf Extract, Organic Oregano Leaf Extract, Organic Ginger Root Extract, Organic Black Pepper Fruit Extract, Organic Cardamom Seed Extract, Organic Cumin Seed Extract, Organic Coriander Seed Extract, Organic Fennel Seed Extract, Organic Fenugreek Seed Extract, Organic Turmeric Root Extract, Organic Rosemary Leaf Extract, Organic Clove Bud Extract, Organic Thyme Leaf Extract, Organic Oregano Leaf Extract, Organic Ginger Root Extract, Organic Black Pepper Fruit Extract, Organic Cardamom Seed Extract, Organic Cumin Seed Extract, Organic Coriander Seed Extract, Organic Fennel Seed Extract",,,
00000165,Paradies creme nougat,"Vitamin D3, Vitamin K2, Microcrystalline cellulose, Modified cellulose capsule, Magnesium stearate, Silicon dioxide",,,"E460 - Cellulose,E460i - Microcrystalline cellulose,E572 - Magnesium stearate"
00000169,herbalife boisson instantanée thé,"maltodextrine,extrait de feuilles de thé vert 17% ,extrait de feuille de thé orange pekoe 4,7% , arôme, caféine en poudre , édulcorant ( glucoside de stéviol issu de stevia) , poudre de fleur d'hibiscus ( 0,06%) , extrait de graine de cardamole(0,06%)",,,E960a - Steviol glycosides from Stevia
00000172,mélange vegan pour boisson proteinee,Isolat de proteïnes de soja,,,
00000173,BIO CHLORELLA,Bie Chlorella Biotiva Für Dich Tabletten / Tablets / Compresse / Comprimés Biotiva® Produkte werden unter strengen Qualitätskontrollen verarbeitet und schonend in Manufakturarbeit abgefüllt. So können wir die bestmögliche Qualität garantieren. / I prodotti Biotiva® vengono lavorati con severi controlli di qualità e accuratamente imbottigliati nei lavori di produzione. Quindi possiamo garantire la migliore qualità possibile. / Les produits Biotiva® sont soumis à des contrôles de qua stricts et soigneusement mis en bouteille lors des travaux de fabrication. Nous pouvo donc garantir la meilleure qualité possible. Inhalt: Chlorellapulver (gepresst)* / Chlorella powder (pressed)* / Polvere di clorella (pressata)*/ Poudre de chlorella (pressée)* *aus kontrolliert biologischem Anbau/ *certified organic/ *certificato biologico/*certifié biologique Verzehrempfehlung: / Daily dose/ Consigliato / Suggestion Bis zu 10 Tabletten täglich / Up to tablets daily / Fino a 10 compresse giorno / Jusqu'à 10 comprimés pa jour lährwerte / nutrition information Pro /per nergie / energy / energia / énergie 1270k,,,
00000177,Bio Gerstengras Pulver,"Sorbitol, Glycerin , Water, Carboxymethylcellulose sodium, Potassium sorbate",,,"E202 - Potassium sorbate,E420 - Sorbitol,E422 - Glycerol"
00000178,Dattes Mejdoul,Medjoul Dates,,,
00000184,Melody,"INGRÉDIENTS (3 gélules) : hydrolysats de collagène marin désodorisés (poisson) 900 mg, tunique d'origine végétale : hydroxypropylméthylcellulose, extrait de fruits d'acérola (Malpighia glabra) (240 mg) standardisée en vitamine C (60 mg, 75% des VNR*) (maltodextrine), D-alpha-tocophérol (Soja) (équivalent en vitamine E : 12 mg, 100% des VNR*), extrait de riz, B-carotène de Blakeslea trispora (0,72 mg de béta-carotène équivalent en vitamine A: 120 µg, 15% des VNR*). *Valeurs Nutrutionnels de Références. Origine végétale.","en:fish,en:soybeans",,E464 - Hydroxypropyl methyl cellulose
00000189,Vegan Protein Mango,"74,2 % d'isolat de protéines de pois. 15% de concentré de protéines de riz. mélange d'arômes (dextrose, acide (acide citrique), arôme naturel, arôme, colorant (beta-carotène), édulcorant (saccharine de sodium)), arôme naturel, épaississant (gomme de guar), arôme. colorant (bêta - carotène), édulcorant (sucralose). Ce produit contien 20 portions.",,,"E160a - Carotene,E160ai - Beta-carotene,E330 - Citric acid,E412 - Guar gum,E954 - Saccharin and its salts,E955 - Sucralose"
00000194,Bio Walnusskerne Achtel kerne,100% Organic Walnut kernels (Juglans regia),en:nuts,,
00000195,,"Proteinmischung (99,9%) (Sojaproteinisolat, Sonnenblumenprotein, Hanfsamenprotein, Kürbiskernprotein), L-Tryptophan",en:soybeans,,
00000197,,"wheat flour, calcium, iron, niacin, b3, thiamin, b1, wholemeal wheat flour, water, yeast, salt, vinegar, e472e, e481, vegetable oils, rapeseed, sustainable palm, soya flour, calcium propionate, added to inhibit mould growth, ascorbic acid, vitamin c.",,,"E282 - Calcium propionate,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate"
00000200,Bitter Raw Apricot Seeds,Air dried bitter raw apricot kernels.,,,
00000202,VEGAN BRAIN + BODY BOOST,"Creatine Monohydrate 5000mg, Taurine 1500mg, Beta alanine 1000mg",,,
00000212,yaourt vanille sucré,"lait de vache entier pasteurisé. ferments lactiques. arôme naturel de vanille 1,25%. sucre 5%",,,
00000224,madeleine Bijou ChocoPépites,"Farine de _blé_, pépites de chocolat 18% (sucre, pâte et beurre de cacao, émulsifiant lécithines (tournesol), arôme), huile de colza, sucre, _oeufs frais_, sirop de glucose-fructose, stabilisant: glycérol, poudres à lever: carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), arôme, émulsifiants mono et diglycérides d'acides gras, sel, lait écrémé en poudre, épaississant gomme xanthane. Peut contenir des traces de _soja_ et de _fruits à coque_.",,,"E322 - Lecithins,E322i - Lecithin,E415 - Xanthan gum,E422 - Glycerol,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates"
00000225,bijou cacao,"Ingnédients Farine de blé, sucre, huiles végétales (colza et tournesol), oeufs frais, sirop de glucose-fructose, stabilisant : glycérol, cacao maigre en poudre 1,9%, lait écrémé en poudre, pâte de cacao 0,8%, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (blé), noisette, lactose, émulsifiants: mono et diglycérides d'acides gras lécithines (soja), sel, arôme. Peut contenir des traces d'autres fruits à coque.",en:soybeans,,"E422 - Glycerol,E450 - Diphosphates"
00000226,Naturelo,"Methylcellulose coloring, preservatives, flavOng, or ount Per Serving tamin D3 as Plant-based Cholecalciferol from %DV 125 mcg 625% (5,000 IU) Capsule. Formulated and",,,E625 - Magnesium diglutamate
00000227,Bijou Caramel ChocoLait,"Farine de _blé_, fourrage lait et caramel 17% (sirop de glucose-fructose, _lait_ concentré sucré 20%*, stabilisant : glycérol, caramel 2.5%*, sel, arôme, gélifiant : pectines, conservateur : sorbate de potassium), huile de colza, _œufs_ frais, sucre, chocolat au lait 11% (sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, émulsifiant : lécithines (_soja_), arôme), sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), sel, émulsifiants : mono et diglycérides d’acides gras, _lait_ écrémé en poudre, arôme. *% exprimés sur le fourrage équivalent respectivement à 3.4% et 0.4% sur l’ensemble du produit.","en:eggs,en:gluten,en:milk,en:soybeans",,"E202 - Potassium sorbate,E322 - Lecithins,E422 - Glycerol,E440 - Pectins,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates"
00000229,Vanilla Grass-fed Whey Protein Isolate,"Whey Protein Isolate, Organic Cane Sugar, Organic Vanilla Flavor, Sunflower Lecithin",,,"E322 - Lecithins,E322i - Lecithin"
00000231,Bramwells American Style Peanut Butter,"Fructose, Soy Protein Isolate, Calcium Caseinate, Cocoa Powder, Casein, Oat Fiber, Cellulose Powder, Vegetable Stabilizer Guar Gum, Vitamins Premix, Minerals Premix, Canola Oil, Salt, Anticaking Agent Silicon Dioxide, Vegetable Emulsifier Lecithin Liquid, Anticaking Agent Dicalcium Phosphate, Thickener Carrageenan, dl-Methionine, Vegetable Emulsifier Lecithin Liquid, Anticaking Agent Silicon Dioxide, Vegetable Thickener Citrus Pectin, Psyllium Husk Powder, Hibiscus Sabdariffa Powder, Papaya Fruit Powder, Digestive Aids Papain and Bromelain",,,"E341 - Calcium phosphates,E341ii - Dicalcium phosphate,E407 - Carrageenan,E412 - Guar gum,E440 - Pectins,E551 - Silicon dioxide"
00000232,Usda Organic Matcha Latte,"Organic Unrefined Cane Sugar, Organic Japanese Matcha Green Tea",,,
00000233,That’s It,"TRATES or JUICES! A low-calorie snack that's perfect nytime, with 0 Fat, 0 added sugar and 0 mess. INGREDIENTS: ORGANIC APPLES. FREE TOP Manufactured in a facility free FROM 12 RLERGENS from the Top 12 Allergens 00 CERTIFIED NON GMO Project GLUTEN FREE USDA ORGANIC VERIFIED nongmoproject.org GFCO.ORG P PALEO Brought to you by That's it Nutrition LiC. Los Angeles, CA 90014 THATSITFRUIT.COM 888-862-5235 * Scan",,,
00000245,Psyllium husk powder,"isolat de protéines de lait ( 92% de protéines sur matières sèche ), cacao en poudre, arôme naturel, épaississant: gomme xanthane, émulsifiant : lécithine de tournesol, arôme, lactase, édulcorant : sucralose.",,,"E322 - Lecithins,E322i - Lecithin,E415 - Xanthan gum,E955 - Sucralose"
00000251,Coq10 200mg,"Coenzyme Q10 (Ubiquinone), Omega-3, Sunflower Lecithin, PQQ (Pyrroloquinoline Quinone), Black Pepper Extract, Organic Olive Oil, Gelatin, Glycerin, Purified Water",,,"E322 - Lecithins,E322i - Lecithin,E422 - Glycerol,E428 - Gelatine"
00000253,Matcha Latte,"Erythritol, Organic Japanese Matcha Green Tea, Monk Fruit Extract",,,E968 - Erythritol
00000258,"Protein Bar, Almond and Chocolate","Types I ,  III Bovine Collagen, Type II Marine Collagen, Type II Chicken Sternum Collagen, Types I, V ,  X Eggshell Membrane Collagen",,,
00000259,Barrette cioccolato e arachidi 1 barretta 35g.,"Concentré de protéines de lait (protéines de lactosérum, caséinate de calcium (contient du lait)), sirop de glucose, sirop de fructose, enrobage au chocolat au lait (17 %) (sucre, poudre de lait, beurre de cacao, pâte de cacao, émulsifiant (lécithine de soja), arôme), pâte d'arachide (10 %), gélatine, riz soufflé, poudre de cacao (0,7 %), colorant (caramel), arômes, DL-alpha-tocophérol, nicotinamide, D-pantothénate de calcium, chlorhydrate de thiamine, chlorhydrate de pyridoxine, riboflavine, cyanocobalamine. Conseil : pour les allergènes, voir les ingrédients en gras. PEUT CONTENIR DES TRACES D'AUTRES FRUITS À COQUES ET DE GLUTEN.","en:milk,en:soybeans",,"E150 - Caramel,E322 - Lecithins,E322i - Lecithin,E428 - Gelatine"
00000261,Prebiotic Fiber Gummies,"Chicory root fiber, water, pectin, agar agar, tapioca starch, trisodium citrate, citric acid, natural flavors, black carrot concentrate, chlorophyll, carnauba wax.",,,"E140 - Chlorophylls and Chlorophyllins,E140i - Chlorophylls,E330 - Citric acid,E331 - Sodium citrates,E331iii - Trisodium citrate,E406 - Agar,E440 - Pectins,E903 - Carnauba wax"
00000273,Superfruit Organic Freezie Pops,"Organic white grape juice, Organic apple juice, Organic strawberry purée, Organic lemon juice, Organic guar gum, Organic strawberry flavor, Organic mango purée, Organic mango flavor, Organic blueberry purée, Organic pomegranate juice, Organic berry flavor",,,E412 - Guar gum
00000274,Protine,"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Natural and Artificial Flavors, Cookie Pieces (Sugar, Unbleached Enriched Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid], High Oleic Canola Oil and/or Palm Oil and/or Sunflower Oil, Cocoa [Processed with Alkali], High Fructose Corn Syrup, Leavening [Baking Soda and/or Calcium Phosphate], Soy Lecithin, Vanillin [an Artificial Flavor], Chocolate), Milk Powder (for creaminess), Cellulose Gum, Medium Chain Triglyceride (MCT) Oil Powder, Salt, Sucralose, Acesulfame Potassium, Maltodextrin",,,"E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E466 - Sodium carboxy methyl cellulose,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E950 - Acesulfame k,E955 - Sucralose"
00000281,dreamtime,"Sucre, Reguler d'acidite: E330 (Acide Citrique), Extrait de The Noir (1%), Arco. *Per 20g (as sold/ Pour 20g Per 100g (as sold)/ Pour 100g NUTRITIONAL FACTS/",,,E330 - Citric acid
00000283,Irish Sea Moss,"Irish Sea Moss Extract 10:1 (Chondrus crispus), Hypromellose, microcrystalline cellulose",,,"E460 - Cellulose,E460i - Microcrystalline cellulose,E464 - Hydroxypropyl methyl cellulose"
00000289,Passiflore BIO,"COMPLEMENT ALIMENTAIR Ingrédients pour 3 comprimes Poudre de passiflore parties aériennes&quot; 1200 mg, carbonate de magnesium, talc. Poids net : 90 g Produit issu de l'agriculture biologique FR-BIO-01 Agriculture UE/non U (voir au fond)",,,"E553 - Magnesium silicates,E553b - Talc"
00000297,,X000MN2U97 Der Umwelt zuliebe verzic ten wir auf die Beilage eine Messlöffels./ For the sake of the environment we do not add a scoop. 711 100%,,,
00000302,Coq10 300mg,"Coenzyme Q10, Sunflower Lecithin, PQQ, Organic Olive Oil, Gelatin, Glycerin, Purified Water",,,"E322 - Lecithins,E322i - Lecithin,E422 - Glycerol,E428 - Gelatine"
00000303,Tisane nerf - sommeil,"Passiflore 20g, aubépine sf 20g, eschscholtzia 20g aspérule odorante 20g, mélilot 10g, oranger fe 10g",,,
00000304,Men Hair Growth Nutraceutical,"Fish Oil, Albacore, Pollock",,,
00000307,potage instantané poireau,"Ingredients matodextrine, fecule de pomme de tere poEAR shya (12 %). sek epices et aromates épinard ardmes lait reme enpode tarine a ble Anti-mottantcarbonate de magndsum Analyse nutritionnelle movenne Pour 100 a Par nertion /90 a)",,,
00000310,Miel crémeux,"Tapioca syrup, soluble corn fiber, organic evaporated cane juice, fruit and vegetable juice and pulp powder, cocoa, concord grape, pomegranate, blueberry, green tea, cranberry, ginger root, blackberry, bilberry, raspberry, artichoke leaf, elderberry, black currant, pectin, citric acid, natural flavor, ascorbic acid, coating, organic sunflower oil, organic carnauba wax, sunflower d-alpha tocopherol, tangerine, grape seed, lactic acid",,,"E270 - Lactic acid,E330 - Citric acid,E440 - Pectins,E903 - Carnauba wax"
00000312,huile végétale,100% du total des ingrédients sont issus de l'agriculture biologique,,,
00000319,,"ORGANIC CHEDDAR CHEESE (ORGANIC MILK, SALT, CHEESE CULTURES AND ENZYMES), ORGANIC BUTTERMILK, SALT, AND DISODIUM PHOSPHATE",,,E339ii - Disodium phosphate
00000321,Noix du Brésil,Brazil Nuts,"en:gluten,en:nuts,en:peanuts,en:sesame-seeds",,
00000326,Sea Salt Flakes,sea salt flakes,,,
00000333,Tarta San Marcos,"instant organic arabica medium roast coffee, organic mushroom extract powders (chaga, reishi, lion's mane, maitake, shiitake, cordyceps, turkey tail, king trumpet, willow bracket, agaricus blazei)",,,
00000341,Hydration Mix,"Vitamin B Blend, Biotin, Choline Bitartrate, Vitamin B12, Folic Acid, Inositol, Niacin, Pantothenic Acid, Riboflavin, Thiamine Hydrochloride, Amino Acid Blend, L-Leucine, L-Valine, L-Isoleucine, Glycine, L-Glutamine, Taurine, Mineral Blend, Calcium, Magnesium, Potassium, Zinc, Natural Flavour, Citric Acid, Sodium Chloride, Sucralose, Silicon Dioxide, Beet Root Powder, Stevia Leaf Extract, Spirulina Extract, Elderberry Extract, Fruit and Vegetable Juice, Malic Acid, Calcium Silicate, Calcium Lactate, Calcium Phosphate, Calcium Carbonate, Magnesium Oxide, Magnesium Phosphate, Magnesium Carbonate, Magnesium Hydroxide, Magnesium Sulfate, Magnesium Chloride, Potassium Citrate, Potassium Bicarbonate, Potassium Chloride, Potassium Phosphate, Potassium Sulfate, Zinc Citrate, Zinc Gluconate, Zinc Oxide, Zinc Sulfate, Zinc Hydroxide, Zinc Carbonate, Zinc Chloride, Zinc Acetate, Zinc Picolinate, Zinc L-Carnosine, Zinc Aspartate, Zinc Orotate, Zinc Glycinate, Zinc Methionine, Zinc Histidine, Zinc Carnosine, Zinc Monomethionine, Zinc Bisglycinate, Zinc Hydrolyzed Vegetable Protein Chelate",,,"E296 - Malic acid,E330 - Citric acid,E515 - Potassium sulphates,E552 - Calcium silicate,E640 - Glycine and its sodium salt,E640i - Glycine,E955 - Sucralose,E960 - Steviol glycosides"
00000348,Puremade Flavored Syrup,"pure cane sugar, water, natural flavors, fruit juice (for color), citric acid",,,E330 - Citric acid
00000361,Cinnamon With Chromium & Biotin,"Rice Flour, Vegetable Cellulose, Vegetable Magnesium Stearate, Silica",,,"E460 - Cellulose,E572 - Magnesium stearate"
00000363,"Sea Moss, Black Seed Oil, Ashwagandha & Burdock Root","Vitamin C, Vitamin D3, Sea Moss, Black Seed, Turmeric, Bladderwrack, Burdock, Apple Cider Vinegar, Dandelion, Yellow Dock, Elderberry, Manuka, Iodine, Chlorophyll, Microcrystalline Cellulose, Magnesium Stearate, Silica",,,"E140 - Chlorophylls and Chlorophyllins,E140i - Chlorophylls,E460 - Cellulose,E460i - Microcrystalline cellulose,E572 - Magnesium stearate"
00000365,Coffret Vendôme T2,"Sunflower Seed Oil, Gelatin, Glycerin, Sunflower Lecithin Oil, Water, Beeswax, Alpha Tocopheryl Acetate, Riboflavin, Titanium Dioxide",,,"E171 - Titanium dioxide,E422 - Glycerol,E428 - Gelatine,E901 - White and yellow beeswax"
00000383,No chicken kiyvs,"Water, Mushroom (20%), Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, Pea Flour, Stabiliser: Methyl Cellulose; Sustainable Palm Oil, Wheat Gluten (2.5%), Coconut Oil, Pea Fibre, Pea Protein (1.5%), Coconut Milk, Wheat Starch, Pea Starch, Garlic Purée (1%), Yeast Extract, Salt, Roast Garlic Puree (0.5%), Parsley, Dried Onion, Flavouring, Olive Oil, Yeast, Sugar, Preservative: Potassium Sorbate, Sodium Metabisulphite (Sulphites); Lemon Concentrate, Emulsifier: Mono - and Diglycerides of Fatty Acids; Colour: Beta-carotene; White Pepper, Cracked Black Pepper, Onion Powder, Black Pepper, Garlic Powder, Raising Agent: Ammonium Bicarbonate; Paprika Extract.",en:sulphur-dioxide-and-sulphites,,"E160a - Carotene,E160ai - Beta-carotene,E160c - Paprika extract,E202 - Potassium sorbate,E223 - Sodium metabisulphite,E461 - Methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E503 - Ammonium carbonates,E503ii - Ammonium hydrogen carbonate"
00000385,Nutritional yeast,yeast,,,
00000393,Protein meal bar,"Cut Corn, Wheat, Red Milo, White Millet, Black Oil Sunflower Seeds, Red Millet",,,
00000394,Creatine Monohydrate,Creatine Monohydrate (Micronized),,,
00000397,Whole Trilogy Seeds,"Flaxseed, Chia Seeds, Hemp Seeds",,,
00000398,,"saccharose, sirop de glucose, acidifiant : acide citrique, citrate de sodium, maltodextrine, arôme naturel d'orange avec autres arômes naturels, sels de calcium de l'acide orthophosphorique, carbonate de magnésium, chlorure de sodium, exhausteur de goût : chlorure de potassium, antioxydant : acide L-ascorbique, colorant : caroténoïdes, vitamine B1.",,,"E160 - Carotenoids,E300 - Ascorbic acid,E330 - Citric acid,E331 - Sodium citrates,E508 - Potassium chloride"
00000403,Mint Chocolate Chip Beachbar,"DIRECTION DIRECTIONS FOR USE: To ensure accurate dosing, use the supplied measure tool to measure 400-900 mg shilajit resin. Dissolve in warm water and drink on an empty stomach 30 minutes before a meal. It can also be swallowed or dissolved under the tongue. STORAGE: Store in a coold and dry place. WARNINGS: KEEP OUT OF REACH OF CHILDREN. Dietary supplements should not be used as a substitute for a healthy and varied diet and a healthy lifestyle. Do not exceed the stated recommended daily intake. Statements regarding this dietary supplement have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition. LLT",,,
00000409,Ingwer Wurzel,Zenzero,,,
00000417,Owmy,"Whey Protein Concentrate, Whey Protein Isolate, Natural Chocolate, Cocoa Powder, Xanthan Gum, Sea Salt, Sucralose. Contains: Milk Manufactured for Nature's Peak 16171 S Bringhurst Blvd. Suite 600 Bluffdale, UT 84065 801-341-2845 NaturesPeak.net NATURE'S - PEAK-",,,"E415 - Xanthan gum,E955 - Sucralose"
00000424,Ashwagandha Extra Strength,"Ashwagandha herb extract, BioPerine Black pepper seed extract, Microcrystalline cellulose, Modified cellulose capsule, Magnesium stearate, Silicon dioxide",,,"E460 - Cellulose,E460i - Microcrystalline cellulose,E572 - Magnesium stearate"
00000432,,gelatinadecerdoazucartrupasdeperroyresiduosdealcantarillas,,,
00000437,Hydration Multiplier Electrolyte Drink Mix,"allulose, l-glutamine, l-alanine, citric acid, potassium citrate, salt, sodium citrate, natural flavors, silicon dioxide, stevia leaf extract, vitamin c, vitamin b3, vitamin b5, vitamin b6, vitamin b12",,,"E330 - Citric acid,E960 - Steviol glycosides"
00000450,,"Nährwerte je 100 g je Portion % je 15g Portion Energie KJ/ 2252/ 336/ kcal) 539 80 4 Fett (g) 30,9 4,6 1",,,
00000452,,"Weizenmehl, Zucker, pflanzliche Fette (Palm, Kokos), Kakaomasse, Kakaobutter, Butterreinfett, Vollmilchpulver, Süßmolkenpulver, Magermilchpulver, Weizenstärke, fettarmes Kakaopulver, Hühnereieiweiß, Invertzuckersirup, Dextrose, Mandeln, Emulgatoren: Lecithine (enthält Soja), Mono - und Diglyceride von Speisefettsäuren; Kokosraspeln, Glukosesirup, Laktose, Salz, Backtriebmittel: Natriumcarbonate, Diphosphate, Ammoniumcarbonate; natürliches Aroma (enthält Gluten, Milch), Volleipulver, Rapsöl, Milcheiweiß, Hühnereieiweißpulver, Hühnereieigelbpulver, Karamellzuckersirup, Gewürze, Gerstenmalzextrakt, Farbstoff: Beta-Carotin. Kann andere Schalenfrüchte, Erdnüsse, Lupine und Sesam enthalten. GB Biscuit assortment with 17% chocolate, 10% milk chocolate and 6% white chocolate Ingredients: Wheat flour, sugar, vegetable fats (palm, coconut), cocoa mass, cocoa butter, pure butterfat (milk), whole milk powder, sweet whey powder (milk), skimmed milk powder, wheat starch, low fat cocoa powder, egg white, invert sugar syrup, dextrose, almonds, emulsifiers: lecithins (contain soya), mono - and diglycerides of fatty acids; rasped coconut, glucose syrup, lactose (milk), salt, raising agents: sodium carbonates, diphosphates, ammonium carbonates; natural flavour (contains gluten, milk). whole egg powder, rapeseed oil, milk protein, dried egg white, egg yolk powder, caramel sugar syrup, spices, malt extract (barley), colour: beta carotene. May contain other nuts, peanuts, lupin and sesame. FR Assortiment de biscuits avec 17% de chocolat, 10% de chocolat au lait et 6% de chocolat blanc Ingrédients: Farine de froment, sucre, graisses végétales (palme, coco), masse de cacao, beurre de cacao, graisse butyrique, lait entier en poudre, lactosérum doux en poudre, lait écrémé en poudre, amidon de blé, cacao maigre en poudre, blanc d'œufs, sirop de sucre inverti, dextrose, amandes, émulsifiants: lecithines (contient soja), mono-et diglycérides d'acides gras; noix de coco râpées, sirop de glucose, lactose, sel, poudres à lever: carbonates de sodium, diphosphates, carbonates d'ammonium; arôme naturel (contient du gluten, du lait), ceuf entier en poudre, huile de colza, protéine de lait, blancs d'œufs séché, jaune d'œuf en poudre, sirop de sucre caramélisé, épices, extrait de malt d'orge, colorant: béta-carotene. Peut contenir d'autres fruits à coque, de l'arachide, du lupin et du sésame. Sonnenkel Zartes Gebäck, verw Vollmilchschok PT Sortido de biscoito com Ingredientes: farinha de trigo leite gordo em pó, soro de la açúcar invertido, dextrose, amên glicose, lactose, sal, levedantes inteiro em pó, óleo de colza, p extracto de malte (cevada) Pode conter outros frutos d DK Blandede biscuits med Ingredienser: hvedemel, sukker vallepulver, skummetmælks emulgatorer: lecithiner (indehold natriumcarbonater, diphosphate æggehvidepulver, æggeblo Kan indeholde andre skalfre Nährwertde Déclaration nutr Información nut Declaração Energie/energy/énergie/e",en:milk,,"E160a - Carotene,E160ai - Beta-carotene,E322 - Lecithins,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates"
00000454,Chocolate Organic Vegan Protein Shake Mix,"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Sunflower, Organic Coconut), Organic Cocoa (Alkalised), Organic Fruit Blend (Organic Date, Organic Banana, Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, Natural Flavors, Probiotics (Bacillius Coagulans), Organic Monkfruit Extract, Milled Flaxseeds, Organic Ceylon Cinnamon, Organic Turmeric",,,
00000456,Organic Vegan Protein Shake Mix,"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Coconut), Organic Fruit Blend (Organic Date, Organic Banana, Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, Organic Cocoa (Alkalised), Natural Flavors, Probiotics (Bacillus Coagulans), Organic Monkfruit Extract, Milled Flax Seeds, Organic Cinnamon, Organic Turmeric",,,
00000459,Keto Pancake & Waffle mix,"ALMOND FLOUR,  OAT FIBER, WHEY PROTEIN, MODIFIED FOOD STARCH, POTASSIUM BITARTRATE, NATURAL MONK FRUIT EXTRACT POWDER, VANILLA FLAVOR, BAKING SODA, CINNAMON, SALT, XANTHAN GUM",,,"E336 - Potassium tartrates,E336i - Monopotassium tartrate,E415 - Xanthan gum,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate"
00000467,,4 чэальбип OSLUSA H U K O SAMSU L O &gt; P Alt Gr Ö B Fr 1 O А Stra info Ener PIVE Veure,,,
00000471,ISO whey zero,"Lion's Mane Mushroom, Turkey Tail Mushroom, Reishi Mushroom, Chaga Mushroom, Maitake Mushroom, Shiitake Mushroom, King Trumpet Mushroom, Royal Sun Mushroom, Willow Bracket Mushroom, Organic Coffee Powder",,,
00000476,Encore +,"CYCLOPENTASILOXANE, DIMETHICONE, PARABEN FREE, SANS PARABEN",,,"E900 - Dimethylpolysiloxane and Methylphenylpolysiloxane,E900a - Dimethyl polysiloxane"
00000483,Vegan Liquid Iron Supplement,"Purified Water, Glycerin, Citric Acid, Organic Blackberry Flavor, Xanthan Gum, Organic Stevia Leaf",,,"E330 - Citric acid,E415 - Xanthan gum,E422 - Glycerol"
