code,product_name,ingredients_text,candidate_category,confirmed_allergens,potential_allergens,evidence_level,is_food,review_status
00000104,30 Panach' Fruits,"Pâtisseries fourrées à la pulpe de pêche : farine de blé, fourrage pêche 20% (sirop de glucose-fructose, purée de pêche 50%*, sucre, gélifiant : pectines, correcteurs d’acidité : acide citrique - citrates de sodium, arômes, conservateur : sorbate de potassium), huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, lait écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme. *% exprimé sur le fourrage équivalent à 10% sur l’ensemble du produit. Pâtisseries fourrées à la pulpe d'abricot : farine de blé, fourrage abricot 20% (sirop de glucose-fructose, purée d'abricot 50%*, sucre, gélifiant : pectines, correcteurs d’acidité : acide citrique - citrates de sodium, arômes, conservateur : sorbate de potassium), huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, lait écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme. *% exprimé sur le fourrage équivalent à 10% sur l’ensemble du produit. Pâtisseries fourrées à la pulpe de fruits rouges : farine de blé, fourrage fruits rouges 20% (sirop de glucose-fructose, purée de fraise 17.8%*, sucre, purée de framboise concentrée 5%* (équivalent à 21.2%* de purée de framboise), purée de cerise concentrée 3%* (équivalent à 11%* de purée de cerise), gélifiant : pectines, correcteurs d’acidité : acide citrique - citrates de sodium, arôme, conservateur : sorbate de potassium), huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, lait écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme. *soit un équivalent de 50% de purée de fruits sur le fourrage équivalent à 10% sur l’ensemble du produit.",milk;egg;wheat_gluten,milk;egg;wheat_gluten,,DIRECT,YES,KEEP
00000112,Plus,"wate NUTRITIONAL INFORMATION for 250 ml of product ready for consumption INFORMAZIONI NUTRIZIONALI per 250 ml di prodotto pronto da consumare Valore Energetico/Energy 905,67 kJ/215,13 kcal%VNR Grassi, di cui: /Fat, of which: ac acidi grassi saturi / Saturates grassi monoinsaturi monounsaturated fatty acids acidi grassi poli insaturi polyunsaturated fatty acids di cui acido linoleico/ of which linoleic acid Carboidrati/Carbohydrate di zuccheri/of which sugar Fibry limentari /Fiber Pro/Protein Vitamina B12/Vitamin B12 Biotina (Vitamina H) /Biotin (Vitamin H) Vitamina K/Vitamin K Acido Pantotenico (Vitamina B5)/ Pantothenic Acid (Vitamin B5) Minerali/Minerals Potassio / Potassium Calcio/Calcium Fosforo/Phosphorus Magnesio/Magnesium Sale Vita e/Vitamins Vitara A/Vitamin A Vitana D/Vitamin D Vitamina E /Vitamin E Vitamina C/Vitamin C Tiamina (Vitamina B1)/Thiamine (Vitamin B1) 0,44 mg Riboflavina (Vitamina B2) / Riboflavin (Vitamin B2) 0,56 mg Niacina (Vitamina B3) / Niacin (Vitamin B3) 6,4 mg Piridossina (Vitamina B6) /Pyridoxine (Vitamin B6) 0,56 mg Folato/Folate Ferro/Iron Zinco/Zinc Rame/Copper 6,799 2,95 g 2,29 g Manganese/Manganese Selenio/Selenium loddine Sodio/Sodium Ganoderma ES/DE 1,55 g 1,08 g 22,06 g 19,77 g 1,29 g 16,7 g 0,614 g 320 mcg 40% 2 mcg 40% 4,8 mg 40% 32 mg 40% 40% 40% 40% 40% 50% 100 mcg 1,25 mcg 50% 20 mcg 40% 22,5 mcg 30% 2,4 mg 40% 760 mg 38% 397 mg 49,6% 280 mg 40% 150 mg 40% 5,3 mg 38% 3,8 mg 38% 0,4 mg 40% 0,8 mg 40% 22 mcg 40% 60 mcg 40% Ingredients P Fruttosio, Fibra di me Latte in polvere Ma 245,44 mg 200 mg germe di grandi p magnesio, Inulina Ad xantano, Fosfato d (Ganoderma lucidan sporophorum ES C Vitamina C (Acido L di zinco, Agente antag di silicio, Solfato manganese, Na Vitamina E (Aceto de Vitamina A (Acetato de di rame; Vitamina B5 Ca to); Vitamina 03 (Cole B6 (Cloridrato di pride (Riboflavina), Vitamina tiamina); Vitamina KFlac 89 (Acido pteroil-morga di potassio, Selenito da Vitamina B12 (Canecabalim Ingredients: Soy protes Fructose; Apples ber citrate; Powdered m Wheat germ all powde magnesio; Inulina Gomma di xantang Fo Ganoderma Gand (Curtis) P. Karst) sporphe mg); Vanilla flavour Vo bic Acids Zinc glo agent Silicon diode Manganese glucone n mide: Vitamin E AR cofer); Vitamin A Copper gluconate D-Pantothenic 20 ferol): Vitamin 86 P ride); Vitamin 82 Re B1 (Thiamine bydecho (Phylloquinone noglutamic acid P Sodium selende Do &quot;per porzione da 26 g con 250 ml latte parz. scremato (1,5% grassi) (Cyanocobal **serving of 26 g with 250 ml low-fat milk (1,5% fat) &quot;VNR=",milk;soy;wheat_gluten,,,EXCLUDE,NO,EXCLUDE
00000116,Vanille-Erdbeer-Cocktail,"Sunflower Seed Butter (Roasted Sunflower Kernel, Dried Cane Syrup, Salt), Vegetable Glycerin, Tapioca Syrup, Rice Crisps (Rice Flour, Rice Bran, Raisin Juice Concentrate, Honey, Salt), Flour Mix (Rice, Buckwheat, Millet), Date Paste, Quinoa Flakes, Rice Starch, Dried Cane Syrup, Puffed Amaranth, Brown Cane Sugar, Ground Flaxseed, Gum Arabic, Xanthan Gum, Salt, Natural Flavor, Leavening (Baking Soda), Vitamins and Minerals (Niacin, Riboflavin, Vitamin B6, Thiamin, Calcium).",wheat_gluten,,,DIRECT,YES,KEEP
00000144,Bio Whey Isolat,"100% Erythritol, un producto NON GMO, apto para vegetarianos y veganos, libre de soya y gluten, apto para diabeticos, usalo para horn",milk;soy;wheat_gluten,,,EXCLUDE,NO,EXCLUDE
00000146,Batido nutricional / Nutricional Shake,"Soya protein isolate (40,8%), cookie crumbs (wheat flour (gluten), rice flour, oat flour (gluten), barley malt flour, sugar, cocoa, corn flour, salt, emulsifier (soya lecithin), fructose, inulin, oat fibre (gluten). polydextrose, soya oil thickeners (quar gum powde, santhan gum, carragenan, pectin), oat bran gluten), milk protein concentrate (1.9 %), flavourings (lactose), calcium citrate, dextrose, potassium phosphate, sodium chloride, anti-caking agent (silicon dioxide), sweeteners (sucralose, acesulfame-K), rapeseed oil, magnesium oxide, ginger root powder, L-ascorbic acid, ferrous fumarate, DL-alpha tocopheryl acetate, liquorice root powder, nicotinamide, papaya powder, zinc oxide, cupric gluconate, retinyl palmitate, D-calcium pantothenate, cholecalciferol, pyridoxine hydrochloride, cyanocobalamin, manganese carbonate, riboflavin, thiamin hydrochloride, ascorbyl palmitate, pteroylmonoglutamic acid, Dl-alpha tocopherol, potassium iodide, sodium selenite, D-biotin. CONTAINS GLUTEN, MILK AND SOYA. SOUTH AFRICA, LTD.",milk;soy;wheat_gluten,milk;soy;wheat_gluten,,DIRECT,YES,KEEP
00000224,madeleine Bijou ChocoPépites,"Farine de _blé_, pépites de chocolat 18% (sucre, pâte et beurre de cacao, émulsifiant lécithines (tournesol), arôme), huile de colza, sucre, _oeufs frais_, sirop de glucose-fructose, stabilisant: glycérol, poudres à lever: carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), arôme, émulsifiants mono et diglycérides d'acides gras, sel, lait écrémé en poudre, épaississant gomme xanthane. Peut contenir des traces de _soja_ et de _fruits à coque_.",milk;egg;soy;wheat_gluten,milk;egg;wheat_gluten,soy;tree_nut,BOTH,YES,KEEP
00000225,bijou cacao,"Ingnédients Farine de blé, sucre, huiles végétales (colza et tournesol), oeufs frais, sirop de glucose-fructose, stabilisant : glycérol, cacao maigre en poudre 1,9%, lait écrémé en poudre, pâte de cacao 0,8%, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (blé), noisette, lactose, émulsifiants: mono et diglycérides d'acides gras lécithines (soja), sel, arôme. Peut contenir des traces d'autres fruits à coque.",milk;egg;soy;wheat_gluten,milk;egg;soy;wheat_gluten;tree_nut,tree_nut,BOTH,YES,KEEP
00000227,Bijou Caramel ChocoLait,"Farine de _blé_, fourrage lait et caramel 17% (sirop de glucose-fructose, _lait_ concentré sucré 20%*, stabilisant : glycérol, caramel 2.5%*, sel, arôme, gélifiant : pectines, conservateur : sorbate de potassium), huile de colza, _œufs_ frais, sucre, chocolat au lait 11% (sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, émulsifiant : lécithines (_soja_), arôme), sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), sel, émulsifiants : mono et diglycérides d’acides gras, _lait_ écrémé en poudre, arôme. *% exprimés sur le fourrage équivalent respectivement à 3.4% et 0.4% sur l’ensemble du produit.",milk;egg;soy;wheat_gluten,milk;egg;soy;wheat_gluten,,DIRECT,YES,KEEP
0000200000015,Purée d'Amandes Blanches Grillées Bio,"Amandes blanches grillées* (100%) (*issu de l'agricul - ture biologique). Peut contenir des traces de fruits à coque, d'arachides et de graines de sésame. Ingredients: roasted white almonds* (100%) (*from organic farming). May contain traces of tree nuts, peanuts and sesame seeds. À consommer avant le : voir couvercle /To be consumed before: see the lid 10",peanut;sesame;tree_nut,tree_nut,peanut;sesame;tree_nut,BOTH,YES,KEEP
00002171,Organic Vegan Protein Shake Mix,"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Coconut & Organic Sunflower), Organic Fruit Blend (Organic Date, Organic Banan: & Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, 120 Organic Cocoa (Alkalised), Natural Flavors % Daily Value* 3% Probiotics & Digestive Enzyme Blend (Bacillus Coagulans, Amylase, Protease, Cellulase, Lactase & Lipase), Organic Monkfruit Extract, Milled Flax Seeds Organic Cinnamon Ceylon, Organic Turmeric. 0% Trans Fat 0g Cholesterol Omg 0% Contains: Coconut. Made in a facility Sodium 240mg 10% that uses peanuts, tree nuts & sesame Total Carbohydrate 11g 4% - may contain traces. Dietary Fiber 5g 18% Made in Ireland by Wyldsson Ltd., Total Sugars 3g Snowdrop, Dublin 22, Ireland. Includes Og Added Sugars 0% Certified Organic by Irish Organic Protein 20g 27% Association (IOA). Calcium 16mg 2% Iron 6mg 30% Potassium 135mg 4% Magnesium 50mg 10% No salt added but this is not a sodium free food. Suggested daily serving size: 35g. We believe in a varied, balanced diet. Zinc 3mg 20% Not a significant source of Vitamin D The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice. X002C1C71V EarthChimp Organic Veg...ee, Gum Free (Vanilla) New SPREAD 10",peanut;sesame,coconut,peanut;tree_nut;sesame,BOTH,YES,KEEP
0000108780106,Porridge To go,"focons davoine complete (36%, arine d avoine complete (14%) sirop de sucre (14%| oligoructose sucre brun cereales croustilantes (arine de riz. farine d'avoine suare, carbonate de calaum, extrait de mat d orge, hule de tournesoli emulsiiants (glycerol lecthine de soja, amidon moditfe, arine damande moulue, poudre de lait ecreme, antioxydant extrait de tocopherol, poudre a lever (bicarbonate de socium se, carbonate de calcum aome naturel Inormations alergeness Les aleroens sont earts en gras. Peut conteni des traces de noix, ble, sesame et de Cauetes",milk;soy;wheat_gluten;sesame;tree_nut,milk;soy;wheat_gluten;tree_nut,tree_nut;wheat_gluten;sesame;peanut,BOTH,YES,KEEP
00001427,Raisin Walnut Apple Bar,"Nutrition Facts 8 servings per container serving size 1 bar (71g) unt per serving lories 200 % Daily Value* 25g 3% ed Fat 0g 0% 0g 1 0mg 0% 5% drate 35g 13% 5g 18% 6g ag Added Sugars 0%  UNBLEACHED HIGH GLUTEN ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RAISINS, WHEAT BRAN, VITAL WHEAT GLUTEN, WHOLE WHEAT FLOUR, WALNUTS, DRIED APPLES, DATE PASTE, HONEY, YEAST, CINNAMON, SALT, GUAR GUM, MONOCALCIUM PHOSPHATE CONTAINS WHEAT, WALNUT MAY CONTAIN EGG, SOY, SESAME DIST ,  SOLD EXCLUSIVELY BY: TRADER JOE'S, MONROVIA, CA 91016 0% 4% 15% 2% ng lue (DV) tells you how much a nutrient at food contributes to a daily diet 2,000 day is used for general nutrition advice SKU# 000142 '0000&quot;1427 TRADEX JOES Raisin Matest hate",egg;soy;wheat_gluten;sesame;tree_nut,wheat_gluten;tree_nut,egg;soy;sesame,BOTH,YES,KEEP
00000987,,"Kashi sept grains entiers et mélange de sésame (entier: blé rouge dur, riz brun, orge, triticale, avoine, seigle, sarrasin, graines de sésame), flocons de soja, sirop de riz brun, sirop de canne séché, fibre de racine de chicorée, avoine à grains entiers, huile de canola pressée, miel, sel, cannelle, mélange concentré de tocophérols (vitamine E) pour la fraîcheur.",soy;sesame,soy;sesame;wheat_gluten,,DIRECT,YES,KEEP
00001148,,"WEIZENmehl, 22% Butter (MILCH), Trinkwasser, EI, Hefe, Zucker, MagerMILCHpulver, Speisesalz, WEIZENprotein, Emulgator (Mono - und Diacetylweinsäureester von Mono - und Diglyceriden von Speisefettsäuren), inte Mehlbehandlungsmittel (Ascorbinsäure), WEIZENenzym. Kann Spuren von SESAM, SCHALENFRÜCHTEN, SOJA, SENF, SELLERIE enthalten. SAIS Pattont 3% ATT",milk;soy;wheat_gluten;sesame,milk;egg;wheat_gluten,sesame;tree_nut;soy,BOTH,YES,KEEP
00001170,Organic Acerola Powder,"non-gmo soy protein isolate, corn starch, non-gmo soy flour, tapioca starch, sesame seeds, palm oil, pea fiber, rice syrup, honey, distilled vinegar, mustard seed, jalapeño pepper, green bell pepper, paprika, salt, maltodextrin, dextrose, turmeric, garlic powder, onion powder, xanthan gum, stevia, non-aluminum baking powder, yeast.",soy;wheat_gluten;sesame,soy;sesame,,DIRECT,YES,KEEP
00000024,Croccante con pistacchi e miele,"Pommes séchées - Dried Apple* Origine: Autriche - Origin: Austria Ce produit provient d'une fabrique où les noix, cacahuètes, sésame, blé et gluten sont utilisés. This producti 024",wheat_gluten;sesame;tree_nut,,tree_nut;peanut;sesame;wheat_gluten,PRECAUTIONARY,YES,KEEP
00000550,Krautsalat,"Figs* Origine: Turquie - Origin: Turkey Ce produit provvient d'une fabrique où les noix, cacahuètes, sésame, blé et gluten sont utilisés. This product is produ ion area where also otion",wheat_gluten;sesame;tree_nut,,tree_nut;peanut;sesame;wheat_gluten,PRECAUTIONARY,YES,KEEP
000000000063,M&amp;M white,"Weizenmehl, Rapsöl, Speisesalz, 1,7% Meersalz, Fefe, Gerstenmaizextrakt, Säureregulator: Natrium - hydroxid; Backtriebnittel: Ammoniumcarbonate. Das Produkt kann Spuren von Sesam enthalten. DURCHSCHNITTLICHE NÄHRWERTE - pro %RM* 100g pro 100g Brennwert kJ/kcal 1630/385 19% Fett 3,7g 5% davon: - gesättigte Fettsäuren 0,6g 3% Kohlenhydrate 74,0g 28% davon: - Zucker 2,4g 3% Ballaststoffe 3,9g 12,0g 24% Eiweiß 3,9g 65% Salz *Referenzmenge für einen durchschnittlichen Erwachsenen (8400 kJ/2000 kcal) AP EDEKA KUNDEN UND ERNÄHRUNGSSERVICE 2509 (",wheat_gluten;sesame,wheat_gluten,sesame,BOTH,YES,KEEP
0001110843432,"Mixed Nuts, Salted","Blanched and unblanched peanuts, cashews, almonds, brazil nuts, hazelnuts, pecans, peanut oil and/or canola oil and/or cottonseed oil, sea salt.",peanut;tree_nut,peanut;tree_nut,,DIRECT,YES,KEEP
0001121308893,Premium Jurtle Caramel Corn,"Dark chocolate flavored confectioners' coating (sugar, vegetable oils [palm kernel and partially hydrogenated palm], cocoa, skim milk, cocoa [processed with alkali], vanilla, natural and artificial flavors, sorbitan tristearate and soy lecithin [emulsifiers], salt), brown sugar, corn syrup, white confectioners' coating (sugar, partially hydrogenated palm kernel oil, nonfat milk powder, soy lecithin [emulsifier], monoglycerides, artificial color [titanium dioxide], artificial flavor), popcorn, roasted salted almonds (whole almonds, peanut oil, salt), roasted salted pecan pieces (pecan pieces, peanut oil, salt), sugar, water, coconut oil (pure coconut oil, beta-carotene), butter (cream, salt), natural flavor, salt, artificial butter flavor, fd&c yellow 5 lake (e102), baking soda (sodium bicarbonate).",peanut;milk;soy;tree_nut,peanut;milk;soy;tree_nut,,DIRECT,YES,KEEP
0001121325631,"Mixed nuts, lightly salted","Blanched and unblanched peanuts, cashews, almonds, brazil nuts, pecans hazelnuts, peanut and/or canola and/or cottonseed oil, sea salt.",peanut;tree_nut,peanut;tree_nut,,DIRECT,YES,KEEP
0001121325632,"Cashews, salted","Cashews, peanut and/or canola and/or cottonseed oil, sea salt.",peanut;tree_nut,peanut;tree_nut,,DIRECT,YES,KEEP
0001121325633,"Mixed nuts, salted","Balanced and unblanched peanuts, cashews, almonds, brazil nuts, pecans, hazelnuts, peanut and/or canola and/or cottonseed oil, sea salt.",peanut;tree_nut,peanut;tree_nut,,DIRECT,YES,KEEP
0001121325634,"Whole cashews, salted","Cashews, canola and/or peanut and/or cottonseed oil, sea salt.",peanut;tree_nut,peanut;tree_nut,,DIRECT,YES,KEEP
0001121325635,"Deluxe mixed nuts, salted","Cashews, almonds, brazil nuts, hazelnuts, pecans, peanut and/or canola and/or cottonseed oil, sea salt.",peanut;tree_nut,peanut;tree_nut,,DIRECT,YES,KEEP
00000459,Keto Pancake & Waffle mix,"ALMOND FLOUR,  OAT FIBER, WHEY PROTEIN, MODIFIED FOOD STARCH, POTASSIUM BITARTRATE, NATURAL MONK FRUIT EXTRACT POWDER, VANILLA FLAVOR, BAKING SODA, CINNAMON, SALT, XANTHAN GUM",milk;wheat_gluten;tree_nut,milk;tree_nut,,DIRECT,YES,KEEP
00001079,berryhill,berryhill hazelnut aod setead natural flavor with cacea & atim milk utz certiried net wt 13 0z 0 cocoa,milk;tree_nut,,,EXCLUDE,YES,EXCLUDE
00002229,Phat Crumbs,"almond flour, egg whites, soluble tapioca fiber, salt, black pepper, rosemary, garlic, onion, xanthan gum, rosemary extract",egg;wheat_gluten;tree_nut,egg;tree_nut,,DIRECT,YES,KEEP
00002199,Petit beurre tablette choco,"Chocolat au lait 48% (sucre, beurre et pâte de cacao, lait écrémé en poudre, lactose, matière grasse laitière anhydre, émulsifiant lécithines (tournesol), arôme), farine de blé, sucre, beurre concentré (soit 9% de beurre reconstitué), lait entier en poudre, poudres à lever : carbonates d'ammonium carbonates de sodium - diphosphates, sel. Peut contenir des traces de soja, de graines de sésame, d'eufs et de fruits à coque. VALEURS NUTRITIONNELLES ΜΟΥΕΝNES Pour 2 Biscuits (25g) Pour 100 g",,milk;wheat_gluten,soy;sesame;egg;tree_nut,BOTH,YES,KEEP
00001664,Brins de ChocoCaramel,"Chocolat au lait 40% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), sirop de glucose-fructose, farine de blé 23%, sucre, stabilisant : glycérol, fructose, lait concentré sucré (lait entier, sucre), caramel aromatique 0.9%, lait écrémé en poudre, beurre concentré, beurre, sel, arôme, gélifiant : pectines, émulsifiant : lécithines (soja). Farine issue de blé français, filière responsable. Peut contenir des traces d'eufs, de graines de sésame et de fruits à coque.",,milk;soy;wheat_gluten,egg;sesame;tree_nut,BOTH,YES,KEEP
00002955,Chocolat noir sésame complet,"Pâte de cacao Équateur*, sucre de canne blond*, beurre de cacao*, sésame* 10%. *Ingrédients agricoles issus de l'agriculture biologique. Cacao, sucre, Commerce Equitable contrôlé selon le référentiel Fair for Life: 90% du total des ingrédients d'origine agricole sont issus de filières BIOPARTENAIRE (¹) Plus d'informations sur www.BIOPARTENAIRE.com. Peut contenir des traces de fruits à coques, de gluten, d'oeuf, de soja et de lait.",,sesame,tree_nut;wheat_gluten;egg;soy;milk,BOTH,YES,KEEP
00013819,Triangle Comtois,"PATE A PAIN [farine de BLE (farine de BLE, GLUTEN de BLE, farine de BLE malité, levure désactivée), eau, dextrose, graines de tournesol 1,5%, sel, levure, poudre de BEURRE, perméat de LACTOSERUM, émulsifiant: E471e, GLUTEN de BLE. graines de millet 0,3%, graines de SESAME O,3%, colorant E160aiii, agent de traitement de la farine : E300], décor GRAINES 3% [millet 45%, SESAME 35%, pavot 20%]. UR US Garhiture 56% Jambon 35,7% (jambon de porc [origine France], eau, sel, arômes naturels, dextrose, bouillon de porc déshydratė [eau, os et viande de porc, extrait de carotte et extrait de poireau], sirop de glucose, chlorure de potassium, antioxydant ascorbate de sodium. conservateur nitrite de C sodium)salade batavia 21,4%. tomate 21.4% COMTE 7,1% (LAIT de vache, sel, FERMENTS LACTIQUES, présure), moutarde 7,1% (eau, graines de moutarde, vinaigre d’alcool, sel, acidifiant : acide citrique, conservateur : DISULFITE de potassium), BEURRE léger 7,1% (eau, BEURRE, amidon modifié E1422, amidon de pomme de terre, acidifiant : acide lactique, sel 0,4%, émulsifiants E471, épaississant E466, conservateur : sorbate de potassium colorant : bêta-carotène, arôme naturel)",,milk;wheat_gluten;sesame,,DIRECT,YES,KEEP
0002000012670,,"Farine de blé 28,2%, eau, farine de blé complet 22%, levure, sema de maïs, gluten de blé, graines de tournesol toastées 2,6%, graines de courge toastées 2,6%, graines de tourne 2,1%, sucre, alcool, sel, graines de lin brun 0,6%, graines de pavot 0,5%, graines de millet 0,5%, graines de lind 0,4%, amidon de maïs, levain de blé dévitalisé, poudre d'acérola, conservateurs: propionate de calcium, a sorbique, levure sèche désactivée. Traces éventuelles de lait, œuf, sésame, soja et moutarde. Fabriqué en Fra Les graines ne proviennent pas de France. də sun эр эшше and de sns ариалалдар ашшоя 9202",,wheat_gluten,milk;egg;sesame;soy,BOTH,YES,KEEP
0000705520537,,"Roggenmehl 47%, Weizenmehl 45%, getrockneter Sauerteig (Roggenmehl, natürlich fermentiert), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Trockenhefe 2%, Traubenzucker, Gerstenmalzmehl, Säuerungsmittel (Äpfelsäure) Malzextrakt (Gerste, Roggen), Mehlbehand - lungsmittel (Ascorbinsäure). Kann Spuren von Milch, Ei, Sesam, Soja und Lupinen enthalten. Durchschnittliche Nährwerte Energie Fett",,wheat_gluten,milk;egg;sesame;soy,BOTH,YES,KEEP
0002114016008,"Unseasoned bread crumbs, plain","Enriched flour (flour, malted barley, niacin, ferrous sulfate, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or canola oils), water, salt. contains 2 percent or less of yeast, honey, molasses, sugar, wheat gluten, whey, soy flour, whole wheat flour, rye flour, corn flour, oat bran, oat flour, corn meal, rice flour, potato flour, butter, dough conditioners (mono - and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative), sesame seeds, sunflower seeds, eggs.",,milk;egg;soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
0001374569225,Œufs Praliné,"Praliné 32% (sucre, amandes, noisettes), sucre, beurre de cacao, lait en poudre, pâte de cacao, lactosérum en poudre, brisure de crêpe dentelle 1% (farine de blé, sucre, beurre concentré, poudre de lait écrémé, malt d'orge, sel), noisettes hachées 0,8%, matière grasse laitière en poudre, émulsifiant : lécithine de soja, arôme naturel de vanille. Traces possibles d'autres fruits à coque, œuf, sésame.",,milk;soy;wheat_gluten;tree_nut,egg;sesame,BOTH,YES,KEEP
0000200000007,Purée de Sésame Tahini Bio,"Graines de sésame grillées* (99,7%), sel de mer (0,3%). (*issu de l'agriculture biologique)",,sesame,,DIRECT,YES,KEEP
00016872,Zen Party Mix,"ROASTED PEANUTS (PEANUTS, PEANUT OR CANOLA OIL, SALT), SESAME STICKS (UNBLEACHED WHEAT FLOUR, SESAME SEEDS, SUNFLOWER OIL, SA;T, BEET POWDER, TURMERIC), CHILI CRACKERS (RICE, CORN STARCH, SOY SAUCE[WATER, SOYBEANS, WHEAT, SALT], BROWN RICE SYRUP, PAPRIKA, ONION POWDER, GARLIC POWDER), TAMARI ROASTED ALMONDS (ALMONDS, TAMARI SHOYU [WATER, WHEAT, SOYBEANS, SALT]), SALT",,peanut;soy;wheat_gluten;sesame;tree_nut,,DIRECT,YES,KEEP
0001143155625,Nankhatai traditional indian cookies,"Wheat flour (50%), sugar (21%), hydrogenated vegetable oil (contains one or more of the following: sesame oil, soybean oil, palm oil), cardamom, nutmeg, sodium bicarbonate, butylated hydroxyanisole (e320), salt.",,wheat_gluten,sesame,BOTH,YES,KEEP
00003991,Poudre de cacao,"Poudre de cacao biologique Peut contenir : Noix, Graines de sésame",,,tree_nut;sesame,PRECAUTIONARY,YES,KEEP
0001505501180,miso ramen,"RAMEN NOODLES: WHEAT FLOUR, SHORTENING OIL, TAPIOCA STARCH, POTATO STARCH, SALT, SODIUM HEXAMETAPHOSPHATE, SODIUM HYDROGEN CARBONATE, MIXED TOCOPHEROL, GUAR GUM, AND RIBOFLAVIN. SOUP SAUCE RED MISO WATER SOYBEAN RICE, AND SALT), WATER, SOYBEAN OIL, MALTODEXTRIN, SALT, YEAST EXTRACT, KELP POWDER (DEXTRIN, KELP BROTH, AND KELP EXTRACT), SUGAR SOY SAUCE POWDER ASOY SAUCE SOYBEAN, SALT AND ALCOHOL], DEXTRIN, AND SALT)*, SHALLOT*, WHITE RADISH*, TUNA POWDER (TUNA, MALTODEXTRIN, SALT, AND SUGAR), ONION, GARLIC, SODIUM LACTATE, SODIUM ACETATE, CARAMEL POWDER, DISODIUM INOSINATE AND DISODIUM GUANYLATE, POTASSIUM CHLORIDE, GINGER XANTHAN GUM, SESAME OIL, AND CITRIC ACID. VEGETABLE: CARROT*, CORN*, GREEN ONION* AND SESAME. CHILI OIL PACK: SOYBEAN OIL, GINGER, CHILI OIL. CONTAINS: SOY, WHEAT, SESAME, AND FISH (TUNA). MANUFACTURED IN A FACILITY THAT PROCESSES SOY, WHEAT, AND FISH. *DRIED COOKING INSTRUCTIONS RETTLE AND ENJOY! 4. ADD THE FLAVORING OIL, STIR WELL THE PACKETS. 1. OPEN THE LID HALFWAY AND RENOIE CLOSE THE LID AND WAIT 3 MINUTES 3. ADD HOT WATER TO THE FILL LINE PACKETS (WAIT ON THE FLAVOR OIL. 2. ADD THE VEGGIES AND SEASONING een MICROWAVE on oven wattage. THE PACKETS. 1. OPEN THE LID HALFWAY AND REFUTE HIGH FOR 2 MINUTES AND MICROWAVE † Microwave cook times may vary depe 3. ADD COOL WATER TO THE FILE 2. ADD THE VEGGIES AND SEASONING PACKETS (WAIT ON THE FLAVOR OIL, STIR WELL AND OR 1 MINUTE ADD THE DO NOT MICROWAVE WITH CONTENTS WILL BE HOT PLEASE",,soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
0000978623508,Pane proteico,"Acqua, Miscela di proteine (12%) (Proteine del grano, Proteine del picelli), farina di segale integrale, Semi di lino scuri, Sola macinata grossa (6%), Farina di soia (3%), Crusca di frumento, Semi di lino dorati, Semi di girasole, Sesamo, Aceto di mele, Sale, Farina di segale, Lievito, Siero del latte in polvere",,milk;soy;wheat_gluten;sesame,,DIRECT,YES,KEEP
