product_code,product_name,ingredient_text,svm_predicted,p_haf_confirmed,p_haf_potential,common_labels,svm_only,kg_only,svm_potential_overlap,agreement,disagreement_type,direct_matches,precautionary_matches,special_threshold_matches
3366760035063,Nems porc,"Nems (5x65g): viande de porc 22,4% (Origine France), eau, vermicelle de pois réhydraté, farine de riz 12,3%, carotte, oignon, champignon noir réhydraté, gras de porc 3,7%, farine de peries de tapioca, sel, huile de tournesol, purée de gingembre, poivre. Huile de friture: Huile de tournesol. Pourcentages exprimés sur les nems avant friture. Traces possibles de soja, céréales contenant du gluten, poissons, crustacés, mollusques, lait, œufs, moutarde, céleri et graines de sésame. Sauce nuoc-mam (20g) : eau, sucre, nuoc-mâm 14% (POISSON, sel, eau), vinaigre d'alcool, sei. Pourcentage exprimé sur la sauce.",egg;mustard;sesame;soy;wheat_gluten,celery;egg;milk;mustard;sesame;soy;wheat_gluten,,egg;mustard;sesame;soy;wheat_gluten,,celery;milk,,disagreement,kg_only_prediction,celeri -> celery;gluten -> wheat_gluten;graines de sesame -> sesame;lait -> milk;moutarde -> mustard;oeufs -> egg;sesame -> sesame;soja -> soy,,
5029223011520,Double Stuffed Olives,"Green Olives (46%), Water, Almonds (9%), Red Peppers (3%), Salt, DOU White Wine Vinegar, Acidity Regulators (Lactic Acid, Citric Acid). STUFF For allergens see ingredients in bold. OLIVE May contain olive pits or pit fragments. Reject if lid button is up before opening. Refrigerate",,tree_nut,,,,tree_nut,,disagreement,kg_only_prediction,almonds -> tree_nut,,
8904004405415,Haldiram's Soan Papdi (indian Sweets),"Refined Sugar, Refined Wheat Flour (Maida), Refined Palmolein Oil, Bengal Gram Flour (Besan), Hydrogenated Vegetable Oil (Vanaspati), Liquid Glucose, Cardamom, Almond & Pistachio Nuts. Allergen: Contains Almonds, Pistachios & Wheat May Contains Coconut, Cashew, Milk, Soy, Peanut & Sesame Seed.",milk;peanut;sesame;tree_nut;wheat_gluten,milk;peanut;sesame;soy;tree_nut;wheat_gluten,,milk;peanut;sesame;tree_nut;wheat_gluten,,soy,,disagreement,kg_only_prediction,almond -> tree_nut;almonds -> tree_nut;cashew -> tree_nut;milk -> milk;peanut -> peanut;pistachio -> tree_nut;pistachios -> tree_nut;sesame -> sesame;sesame seed -> sesame;soy -> soy;wheat -> wheat_gluten;wheat flour -> wheat_gluten,,
0852681944766,"Let thy food, spinach artichoke dip","Water, organic spinach, organic white wine, cashews, artichoke hearts (artichoke hearts, water, salt, naturally derived citric acid), onion, organic white wine vinegar (organic white wine vinegar, organic grape must), lemon juice, organic vegetable broth (water, organic carrots, organic onion, organic celery, organic tomatoes, organic leeks, organic mushrooms, organic garlic, sea salt, organic savory leaf, organic ground bay leaf), sea salt, organic chickpea mi50 (organic chickpeas, organic rice koji, sea salt, water, koji spares), organic garlic, citric acid, organic spices.",celery,celery;tree_nut,,celery,,tree_nut,,disagreement,kg_only_prediction,cashews -> tree_nut;celery -> celery,,
7623186343018,Tortelloni con Manzo,"Fins finots de blé dur, viande de bœuf 11%, eau, œufs 8% (d'élevage en plein air), cha - pelure (farine de blé, sel de cuisine, levure), sauce tomate 6% (tomates, sucre, sel de cuisine, origan, acidifiant: acide citrique), carottes, fromage, farine de riz, huile de colza, basilic, sel de cuisine iodé, ail en poudre, arôme naturel, oignon en poudre, poivre noir, romarin séché, origan séché.",egg;wheat_gluten,egg;milk;wheat_gluten,,egg;wheat_gluten,,milk,,disagreement,kg_only_prediction,ble -> wheat_gluten;farine de ble -> wheat_gluten;fromage -> milk;oeufs -> egg,,
0089782031907,Raisin Loaf,"Wheat Flour (contains flour treatment agent (30. 1100)), Water, Sugar, Raisin, Vegetable Fat (contains antioxidant (304, 306, 322)), Egg, Wheat Gluten, Candied Mixed Fruit Peels (contains acidity regulator (330)), Skimmed Milk Powder, Yeast (contains emulsifier (491), antioxidant (300)), Salt (contains anticaking agent (535)), Emulsifier (471, 481. 482) (contains antioxidant (300, 330)), Flour Treatment Agent (516, 1100), Preservative (282), Colour (101) This product contains soybean products Produced in a factory where fish products, peanut oroducts and nut products are also handled 記米:小麥粉(含有麵粉處理劑(300, 1100)),水,糖,葡 乾,植物脂肪(含有抗氧化劑(304, 306, 322),蛋,小 粉,糖漬雜果皮(含有酸度調節劑(330) ,脫脂奶粉: (含有乳化劑(491)氧 5331 - 乳化劑(471. 481 331 麵粉處理劑(516 產品含在 鹽(含有抗結劑 (300 204 所 807 44品及 cplane Gool and dnyA MiIY (See hackaging |月海(見包 Spoes Quanty 190 7 89782 03190 PP",egg;fish;soy;wheat_gluten,egg;milk;wheat_gluten,fish;peanut;soy,egg;wheat_gluten,fish;soy,milk,fish;soy,disagreement,both_sides_different,egg -> egg;gluten -> wheat_gluten;milk -> milk;milk powder -> milk;skimmed milk -> milk;wheat -> wheat_gluten;wheat flour -> wheat_gluten,fish -> fish;peanut -> peanut;soybean -> soy,
3356067798952,Pad Thai poulet,"Nouilles de riz cuites 48.5% [eau, nouille de riz 18,1% (farine de riz, eau), hulle de colza, sel], poulet mariné 18,8% (émincés de viande de poulet traité en salaison cuit et rod 16,2% (filet et viande de cuisse de poulet - Origine France, eau, fécule, dextrose, sel), sauce satay thai 1,6% (lait de coco (extrait de noix de coco, eau), eau, sucre, haricot mungo, ail, ARACHIDES grillées, huile de SOJA. jus de tamarin (eau, pulpe de tamarin), NOIX DE CAJOU, graines de SESAME, sel, coriandre, huile pimentée (sucre, all, échalote, piments rouges, jus de tamarin, huile de SOJA, sauce de POISSON (extrait d'anchois (POISSON), sel, sucre), sel, CREVETTES, épices et plante aromatique, piments rouges séchés, citronnelle, échalote, vinaigre, acidifiant: acide lactique, zeste de kaffir, galanga), jus de citron vert, huile de colza], poivron rouge 5.0%, carotte 3,7%, oignon 3.2%, eau, poivron vert 3.0%, échalote 2,6%, sucre, huile de colza, sauce de SOJA (eau, fèves de SOJA, farine de BLE, sel), purée de tamarin (tamarin, eau, sel), ARACHIDES blanchies, hachées et grillées 1,6%, beurre de CACAHUETES (ARACHIDES, sel), coriandre, ail en cube, ail en purée, mélange d'épices et de plantes aromatiques (paprika, cumin, ail, poivre, origan, basilic, piment, sauge), amidon de maïs.",crustaceans;milk;peanut;soy;wheat_gluten,crustaceans;milk;peanut;sesame;soy;tree_nut;wheat_gluten,,crustaceans;milk;peanut;soy;wheat_gluten,,sesame;tree_nut,,disagreement,kg_only_prediction,arachides -> peanut;beurre -> milk;ble -> wheat_gluten;cacahuetes -> peanut;crevettes -> crustaceans;farine de ble -> wheat_gluten;graines de sesame -> sesame;noix -> tree_nut;sesame -> sesame;soja -> soy;soja sauce -> soy,,
3564700018439,Torsades à la carbonara,"Pâtes fusilli précuites 50 % (eau, semoule de blé dur), eau, lardons cuits goût fumé 13 % (poitrine de porc (origine : France) ; sel ; dextrose ; arôme de fumée ; acidifiant : acide citrique ; conservateurs : E316, E250), crème 11 %, arômes naturels (dont lait), lactose et protéines de lait, emmental 0,9 %, fécule de manioc, amidon modifié de manioc, sel, poivre. Traces d'autres céréales contenant du gluten, céleri, œufs, crustacés, poissons, soja, fruits à coque, mollusques, moutarde et graines de sésame.",celery;egg;milk;sesame;soy;wheat_gluten,celery;egg;milk;mustard;sesame;soy;tree_nut;wheat_gluten,,celery;egg;milk;sesame;soy;wheat_gluten,,mustard;tree_nut,,disagreement,kg_only_prediction,ble -> wheat_gluten;celeri -> celery;creme -> milk;fruits a coque -> tree_nut;gluten -> wheat_gluten;graines de sesame -> sesame;lactose -> milk;lait -> milk;moutarde -> mustard;oeufs -> egg;proteines de lait -> milk;semoule de ble -> wheat_gluten;semoule de ble dur -> wheat_gluten;sesame -> sesame;soja -> soy,,
24032704,Choco shells sin gluten,"Aritos al cacao 50% (harina de arroz, harina de maiz, azúcar de caña', cacao desgrasado en polvo (3%)), jarabe de arroz, aceite de girasol' y sal), Aritos de miel 50% (harina de arroz', harina de maíz', azúcar de caña, Jarabe de arroz', aceite de girasol', sal y miel (296)), de cultivo ecológico, Puede contener trazas de soja, granos de sésamo, leche y sus derivados, frutos de cáscara y cacahuetes, Cereais extrusionados de arroz, milho com mel e cacau Ingredientes: Anéis de cacau 50% (farinha de arroz, farinha de milho, açúcar de cana', cacau magro em pó (3%)', Xarope de arroz, óleo de girassol' e sal), anéis de mel 50% (Farinha arroz, farinha de milho', açúcar de cana), xarope de arroz, óleo de girassol', sal e mel (2%)'), proveniente de produção biológica, Pode conter vestigios de frutos de casca rija, sementes de sésamo, amendoins, soja e leite, SIN GLUTEN",peanut;soy,peanut;soy;wheat_gluten,,peanut;soy,,wheat_gluten,,disagreement,kg_only_prediction,cacahuetes -> peanut;gluten -> wheat_gluten;soja -> soy,,
3523680501980,,"Riz vinaigré [riz, eau, vinaigre à sushi [vinaigre d'alcool (extrait de riz, extrait de fermenté de saké, vinaigre d'alcool), sucre, sel, extrait de kelp], jus de citron, huile de tournesol, sel], saumon (Salmo Salar) (poisson), avocat, graines de sésame blanches, algues. allergènes présents sont soulignés. Compte tenu de la zone limitée de production ce produit peut contenir : soja, œuf, céleri, mollusques, moutarde, crustacés, céréales contenant du gluten, fruits à coque, lait, cacahuètes, sulfites.",fish,fish;sesame,celery;egg;milk;mustard;peanut;soy;tree_nut;wheat_gluten,fish,,sesame,,disagreement,kg_only_prediction,graines de sesame -> sesame;saumon -> fish;sesame -> sesame,cacahuetes -> peanut;celeri -> celery;fruits a coque -> tree_nut;gluten -> wheat_gluten;lait -> milk;moutarde -> mustard;oeuf -> egg;soja -> soy,sulfites -> sulphites
3295988309208,Soupe de poissons label rouge,"STERIUSED soup : Water, FISH : 40% (saithe and/or atlantic pouting, whitin , redfish), maile starch, tomato, modified maize Starc natura141ayours aromatic plants, saffron : 0 02%. Fish caught in Northeast Affantie (FAQ Fishing Areal), Instructions ; Heat in a pan without boilingo Pour intoc dish. Stir in e ual amounts of fresh cream dnd garlic sauce PERARDftaste. Sprinkle on a few fried croutons, This SOUP is rich in OMEGA 3 fatty acids andsourceof vitamin BI 2. STORE AT ROOM TEMPERATURE. After opening : Keepin the refrigerator Within 24 hours.",fish,fish;milk,,fish,,milk,,disagreement,kg_only_prediction,cream -> milk;fish -> fish,,
3292590882488,Lasagnes saumon epinards,"saumon 25,1 % (soit 41,9% de la garniture), sauce béchamel 22,9% (eau, poudre de tait entier, farine de blé, amidon transformé, sel, arôme naturel de poivre, muscade), pâtes cuites 15,4% (semoule de blé dur, eau, poudre d'œuf, sel), épinards 8,6%, eau, poudre de lait entier reconstituée, crème fraîche, échalotes, emmental, vin blanc, beurre doux, amidon transformé, farine de blé, sel, arôme naturel (sel, poissons en poudre, extrait de vin blanc, fructose, aromates, jus de citron déshydraté, jus de citron concentré et extrait de citron, huile d'olive, extraits d'aromates), concentré de jus de citron, ait, muscade, poivre blanc, curcuma. Présence éventuelle de crustacés, soja, fruits à coque, moutarde, céleri, sésame, mollusques et lupin.",celery;egg;fish;lupin;milk;mustard;soy;tree_nut;wheat_gluten,celery;egg;fish;lupin;milk;mustard;sesame;soy;tree_nut;wheat_gluten,,celery;egg;fish;lupin;milk;mustard;soy;tree_nut;wheat_gluten,,sesame,,disagreement,kg_only_prediction,beurre -> milk;ble -> wheat_gluten;celeri -> celery;creme -> milk;farine de ble -> wheat_gluten;fruits a coque -> tree_nut;lait -> milk;lait entier -> milk;lupin -> lupin;moutarde -> mustard;oeuf -> egg;poudre de lait -> milk;saumon -> fish;semoule de ble -> wheat_gluten;semoule de ble dur -> wheat_gluten;sesame -> sesame;soja -> soy,,
7640176960062,Bio Açai Bowl,"Açaipüree (46 %), Mangopüree (30 %), Kokosmilch (Kokosnuss - extrakt, Wasser), Bananenpüree, Agavendicksaft, Zitronensaft', Acerolapulver  Dinkelflocken, Kokosnusschips, Walnüsse gebrochen, Maulbeeren, Zimt",,tree_nut,,,,tree_nut,,disagreement,kg_only_prediction,walnusse -> tree_nut,,
3222475415845,Mini goûters ronds parfum choco,"Farine de _blé_ 46.9% - sucre - matières grasses végétales (palme, palmiste) - cacao maigre en poudre 6% - sirop de glucose - poudres à lever : carbonates d'ammonium, carbonates de sodium, phosphates de calcium - sel - arômes - _lait_ écrémé en poudre - protéines de _lait_. traces d'_oeufs_ et de _fruits à coque._",egg;milk;wheat_gluten,egg;milk;tree_nut;wheat_gluten,,egg;milk;wheat_gluten,,tree_nut,,disagreement,kg_only_prediction,ble -> wheat_gluten;farine de ble -> wheat_gluten;fruits a coque -> tree_nut;lait -> milk;lait ecreme -> milk;oeufs -> egg;proteines de lait -> milk,,
0002114002430,"Ice cream, grandma's apple pie","Milk, cream, liquid sugar, skim milk, apple pecan swirls (corn syrup, apples, high fructose corn syrup, water, pecans, modified cornstarch, sugar, spices, citric acid), apple pie base (water, corn syrup, sugar, concentrated apple juice, natural flavor, spices, modified cornstarch, citric acid), corn syrup, cinnamon pie piece(unenriched wheat flour, butter , [cream salt], powdered sugar [sugar, cornstarch], water, sugar, cinnamon, salt), mono - and diglycerides, guar gum, cellulose gum, carrageenan, dextrose.",milk;wheat_gluten,milk;tree_nut;wheat_gluten,,milk;wheat_gluten,,tree_nut,,disagreement,kg_only_prediction,butter -> milk;cream -> milk;milk -> milk;pecan -> tree_nut;skim milk -> milk;wheat -> wheat_gluten;wheat flour -> wheat_gluten,,
3497917003830,Crisps,"Pommes de terre* (France) (60,9%), huile de tournesol (32%), _lactose_, sel, sucre, arôme naturel, _lait_ écrémé en poudre, oignon en poudre, correcteur d'acidité : acide citrique, vinaigre d'alcool en poudre, épices (piment de Cayenne (0,09%), piment en poudre, poivre noir en poudre, cumin), arôme naturel de _moutarde_ (0,09%), ail en poudre, origan. Traces éventuelles de: céleri.",milk,milk;mustard,celery,milk,,mustard,,disagreement,kg_only_prediction,lactose -> milk;lait -> milk;lait ecreme -> milk;moutarde -> mustard,celeri -> celery,
5060971860756,0 40 GÜ BROWNIES ENJOY HOT OR COLD HAZELNUT PRALIN,"Cream (MILK), sugar, cocoa mass, pasteurised whole EGG, soft brown sugar, butter (MILK), OAT flour, cocoa butter, HAZELNUT, glucose syrup, WHEAT flour (WHEAT flour, calcium carbonate, iron, niacin, thiamine), demerara sugar, palm oil, wholemeal WHEAT flour, emulsifier (SOYA lecithin, sodium diphosphatel, flavouring, water, agar, rapeseed oil, preservative (potassium sorbate), invert sugar syrup, fat-reduced cocoa powder, raising agents (sodium bicarbonate, ammonium bicarbonate), sea salt, acidity regulator (citric acid), salt. SERVING SUGGESTION FOR CHILLED: To enjoy your Gü at its best, take it out of the fridge 10 minutes before you want to eat it. SERVING SUGGESTION FOR HOT: Microwave (800W): Heat one at a time. Remove outer packaging and foil. Place ramekin into microwave and heat for 20 seconds, no longer. Then leave to rest for an additional minute before consuming. Do not bake in an oven.",egg;milk;wheat_gluten,egg;milk;tree_nut;wheat_gluten,,egg;milk;wheat_gluten,,tree_nut,,disagreement,kg_only_prediction,butter -> milk;cream -> milk;egg -> egg;hazelnut -> tree_nut;milk -> milk;oat -> wheat_gluten;oat flour -> wheat_gluten;wheat -> wheat_gluten;wheat flour -> wheat_gluten,,
7798183770447,Grido,"prepared and packaged by: helacor s,a, - estomba 4685 - parque industrial ferreyra, córdoba-argenti - na - r,n,e: n° 04002717 - senasa n°: x-i-05335 - r,n,p,a, n°: 04042268 / imported into uruquay by: asanova sa, plácido ellauri 3439/701, montevideo - uruguay i,m, s,r,a, n° 24154/104/ imported into chile by: altas cumbres s,a, - puerto madero n°9687 - pudahuel - santiago - chile/ imported into paraguay by:   helacor paraguay s,a,/avda, silvio pettirossi casi arroyo itay - luque central - paraguay/ r,s,p,a, no, 048213/ lot / elab date, /expiration: view printing on container, / keep in freezer at - 18°c/once the product is thawed, do not refreeze, / ingredients: fluid milk, pastry bath (for chile: chocolate coating), milk cream,  sugar, glucose syrup, emulsifiers (mono and diglycerides of fatty acids,  guar gum), stabilizers (carboxymethylcellulose, gaofin gum, carrageenan, tea/artificial flavoring, contains: milk and soy derivatives,",milk,milk;soy,,milk,,soy,,disagreement,kg_only_prediction,cream -> milk;milk -> milk;soy -> soy,,
2000000132999,Salsa Pronta - Tomatensauce mit frischem Gemüse,"Tomaten* 94%, Gemüse* 5,5% (in veränderlichen Gewichtsanteilen: Karotten*, Zwiebeln*, _SELLERIE*_), Basilikum*, Meersalz.",,celery,,,,celery,,disagreement,kg_only_prediction,sellerie -> celery,,
4068261077526,Filets de Hareng,"Hareng (Clupea harengus, pêché avec des chaluts ou des filet tournants et filets soulevés dans la mer de Norvège ou dans la mer du Nord septentrionale et la mer du Nord centrale (FA027, Na, Wa, NE 54.5% eau, oignons vinaigre, sel, édulcorant (saccharine), arôme herbacé (contient de la moutarde). Peut contenir des traces de blé, d'oeufs, de lait, de céleri et de mollusques.",,mustard,celery;egg;milk;wheat_gluten,,,mustard,,disagreement,kg_only_prediction,moutarde -> mustard,ble -> wheat_gluten;celeri -> celery;lait -> milk;oeufs -> egg,
5400119549967,Saucisse de campagne + stoemp aux carottes,"Pommes de terre 29 %, eau, saucisse 19 % [viande de porc 95 %, eau, sel, dextrose, épices (paprika, poivre, macis, noix de muscade), anti - oxydants (E300, E301), arôme, conservateurs (E262, E325), boyau de mouton), carotte 18 %, lait demi-écrémé, oignon frit (oignon, huile de colza), huiles végétales raffinées [huile de tournesol, émulsifant (E322), arôme), pickles 1 % (légumes (cornichon, chou-fleur, oignon), vinaigre, eau, moutarde (vinaigre, graine de moutarde, eau, sel, épices), dextrose, sucre, amidon modifié de maïs, sel, épices, farine de moutarde, colorants (E160a, E160c), arôme, herbes, ail), fond de poulet [extrait de poulet, extrait de levure, maltodextrine, graisse de poulet, amidon de riz, sel, extraits de légumes (carotte, oignon), jus de citron, extraits d'herbes et d'épices (poivre, curcuma, livèche)], amidon modifié de maïs, sel, fond de bæuf (bouillon concentré de viande de boeuf (os de bœuf, viande de bæœuf, graisse de boeuf, eau), huile de colza, sel, extraits de légumes (oignon, ail, carotte, tomate), extrait de levure, maltodextrine), sucre, fónd de veau (os de veau, viande de veau, graisse de veau, extrait de viande de veau, eau, sel), huite de colza raffinée, sirop de sucre torréhé, champignon en poudre (maltodextrine, champignon en poudreè), concentré de vin rouge, poivre blanc, laurier. ci: áluton cructacés ceuufs noisson soia",milk;mustard,egg;milk;mustard,,milk;mustard,,egg,,disagreement,kg_only_prediction,lait -> milk;moutarde -> mustard;oeuf -> egg,,
8684000822507,Dubai Chocolate,"Prod.date: 136 Exp.date Lot:MSS74 0 IMPORTED TO USA BY Sahara foods LLC 14516E Lee Rd, Chantilly, VA 20151, USA info@saharafood.us +1(202) 290-7384 IMPORTED TO AUSTRALIA BY SYDMAR FOODS PTY LTD 3/95 JEDDA RD, PRESTONS NSW 2170, AUSTRALIA +61 415619552 info@sydmarfoods.a.u Nutrition Facts 2 servings per conta Serving size Amount Per Serving Calories Total Fat 29g Saturated Fat 19g 1 (100g) 540 % Daily Value* 37% 95% Trans Fat 0g It is recommended to eat after waiting Aroma (Vanilin).], Erdnussbutter %50 (Pistazien, Zucker, Pflanzenöl (Sonnenblume). Emulgator: (Layflower-Lecithin), Aroma Ventrikel (Vanillin)], Kadayıf (Mehl, Wasser Zucker Butter Salz) Tahini (hergestellt aus 100% Sesam) DE: Zutaten: %50 Dunkle-Schokolade (Kakaomasse, Zucker, fettarmes Kakaopulver, Kakaobutter, Emulgatoren (Sonnenblumenlecithin, Polyglycerinpolyricinolat), polyglycerolpolyricinolaat), smaakstoffen (vaniline).), %50 pistachecrème [pistachenoten, suiker, plantaardige olie (katoen, 6. zonnebloem), emulgator (zonnebloem - lecithine), aroma (vanilline)], kadayıf/Engelenhaar (meel, water, suiker, boter, zout) tahini [100% sesam]. NL: Ingrediënten: %50 Donkere chocolade [Cacaomassa, suiker, cacaopoeder met verlaagd vetgehalte, cacaoboter, emulgatoren (zonnebloemlecithine, Allergen: Contains Wheat! May contain traces soy. Pistachio and Sesame Flavoring (Vaniline).], %50 pistachio cream [pistachio, sugar, vegetable oil (cotton, sunflower), emülsifier (sunflower lecithin), flavoring (vanilin)], kadayıf (flour, water, sugar, butter, salt) tahini [100% sesame]. EN: Ingredients: %50 Dark Chocolate [Cocoa Mass, Sugar, Reduced Fat Cocoa Powder, Cocoa Butter, Emulsifiers (Sunflower Lecithin, Polyglycerol Polyricinolate), 15 minutes in the refrigerator. Cholesterol 25mg Sodium 80mg Total Carbohydrate 59g Dietary Fiber 3g Total Sugars 52g Includes Og Added Sugars Protein 8g Not a significant source of vitamin D, calcium, iron, and potassium The % Daily Value (OV) tells you how much a nutrient in a serving of food contributes to a daily diet 2,000 calories a Day is used for general nutution advice. ALIMENT ISO 9001-2008 HELAL IAF grave 684000 822507 HALAL 45001 180 حلال 14001 ISO ISO ISO Product Of Turkey Nettogewicht/Net Ağırlık Net Weight/Poids Net: 200gre 7,05 01+%5",milk;sesame;tree_nut;wheat_gluten,milk;peanut;sesame;tree_nut;wheat_gluten,soy,milk;sesame;tree_nut;wheat_gluten,,peanut,,disagreement,kg_only_prediction,butter -> milk;cream -> milk;erdnussbutter -> peanut;pistachio -> tree_nut;pistazien -> tree_nut;sesam -> sesame;sesame -> sesame;tahini -> sesame;wheat -> wheat_gluten,soy -> soy,
8445291561373,Quality Street,"sugar, glucose syrup, vegetable fats (palm, shea), sweetened condensed skimmed MILK (skimmed MILK, sugar, lactose (MILK)), cocoa mass, cocoa butter, skimmed MILK powder, glucose-fructose syrup, coconut, butterfat (MILK), whey powder product (MILK), butter (MILK), HAZELNUTS, whey powder (MILK), whole MILK powder, emulsifiers (lecithins, mono - and diglycerides of fatty acids), fat-reduced cocoa powder, salt, flavourings, acid (lactic acid). All sweets may contain NUTS. Rainforest Alliance Certified cocoa. Find out more at ra.org",milk,milk;tree_nut,,milk,,tree_nut,,disagreement,kg_only_prediction,butter -> milk;hazelnuts -> tree_nut;lactose -> milk;milk -> milk;milk powder -> milk;skimmed milk -> milk;whey -> milk;whole milk -> milk,,
0055000207720,Drumstick - Plant Based Caramel,"Water, Sugars (sugar, glucose), Coconut and soybean and palm oils, Wheat flour, Unsweetened chocolate, Peanuts, Pea protein concentrate, Salt, Mono - and diglycerides, Soy lecithin, Cellulose gum, Carob bean gum, Carrageenan, Caramel colour, Natural and artificial flavour.  May contain: Tree nuts, Milk.",soy;wheat_gluten,peanut;soy;wheat_gluten,milk;tree_nut,soy;wheat_gluten,,peanut,,disagreement,kg_only_prediction,peanuts -> peanut;soy -> soy;soy lecithin -> soy;soybean -> soy;wheat -> wheat_gluten;wheat flour -> wheat_gluten,milk -> milk;tree nuts -> tree_nut,
7300156573063,Coop Änglamark Ekologisk Gräddglass Kolamandel,"Gräddglass (_skummjölk_, _grädde_ 25%, socker, _äggula_, stabiliseringsmedel (fruktkärnmjöl, guarkärnmjöl), arom), kolasås 8% (rörsocker, glukossirap, vatten, socker, geleringsmedel (agar), naturlig arom), kolakrisp 3% (socker, glukossirap, _grädde_, _smör_, vatten, salt), _mandel_ 3%",,tree_nut,,,,tree_nut,,disagreement,kg_only_prediction,mandel -> tree_nut,,
0812255020104,Crispy batter,"Haddock, wheat flour, sunflower oil, water, canola oil, palm oil, salt, leavening (sodium acid pyrophosphate, sodium bicarbonate), maize flour, palm fat, wheat starch, dextrose, yellow mustard flour, brown mustard flour, milk, natural flavoring, flavorings (contain coconut oil), wheat gluten, added color, spice.",milk;mustard;wheat_gluten,fish;milk;mustard;wheat_gluten,,milk;mustard;wheat_gluten,,fish,,disagreement,kg_only_prediction,gluten -> wheat_gluten;haddock -> fish;milk -> milk;mustard -> mustard;wheat -> wheat_gluten;wheat flour -> wheat_gluten;wheat starch -> wheat_gluten,,
3233050600112,Poule au pot,"Vermicelle 43% (semoule de de pomme de terre, sel, carotte 4,9 0%, oignon 4,9 %, (contient de l'œuf), graisse de poule 2,9 % (dont antiokydant : extrait de romarin), extrait de levure, chou-vert, 00, céleri-rave, navet, viande de poule % (dont antioxydant : extraitde romarin), sucre, ail, curcuma, de jus de citron. éventuelles de lait, moutarde, orge, poissons et soja",celery;egg,celery;egg;milk;mustard;soy;wheat_gluten,,celery;egg,,milk;mustard;soy;wheat_gluten,,disagreement,kg_only_prediction,celeri -> celery;celeri rave -> celery;lait -> milk;moutarde -> mustard;oeuf -> egg;orge -> wheat_gluten;soja -> soy,,
0055325004295,Encure - Hyperproteiné - Hyperproteiné - Hyperproteiné,"Water, Sugar, Corn maltodextrin, Calcium caseinate, High oleic safflower oil, Canola oil, Soy protein isolate, Sodium case instead, Cocoa Powder, Corn oil, Soy lecithin, Natural and artificial flavour, Carrageenan, Sunset yellow FCF, Erythrosine, Brilliant blue FCF, Minerals, Vitamins",soy,milk;soy,,soy,,milk,,disagreement,kg_only_prediction,caseinate -> milk;soy -> soy;soy lecithin -> soy;soy protein -> soy,,
8710522599976,Asia Noodles Saté,"90% nouilles à la style asiatique (Pologne) (farine de BLE, huile de palme, sel comestible, amidon modifié, sucre, huile de colza, extrait de curcuma), 10% préparations d'épices (huile de palme, exhausteur de goût (glutamate monosodique, guanylate disodique, inosinate disodique), amidon, arômes (avec OEUF), sel minéral de potassium, poudre d'oignon grillé, ail', gingembre, poivre de cayenne, curcuma, sucre, sauce soja en poudre (sauce soja (SOJA, BLE), sel comestible, maltodextrine), poivron', sirop de caramel, sirop de glucose, sel comestible iodé, maltodextrine, protéines de LAIT, acidifiant (acide citrique), concentré de jus d'oignon&quot;, persil&quot;, sel comestible, extrait de levure, huile de tournesol). Peut contenir des traces de: céleri, moutarde",milk;soy;wheat_gluten,egg;milk;soy;wheat_gluten,celery;mustard,milk;soy;wheat_gluten,,egg,,disagreement,kg_only_prediction,ble -> wheat_gluten;farine de ble -> wheat_gluten;lait -> milk;oeuf -> egg;proteines de lait -> milk;soja -> soy,celeri -> celery;moutarde -> mustard,
0658010117142,RAW Organic Perfect Food Alkalizer and Detoxifier - Lemon Ginger,"Organic Barley Grass Juice, Organic Alfalfa Grass Juice, Organic Wheat Grass Juice, Organic Oat Grass Juice, Organic Kamut Grass Juice, Organic Lemon Juice (fruit), Organic Cracked Wall Chlorella, Organic Freeze Dried Coconut Water (fruit), Organic AFA (Aphanizomenon flos-aquae), Organic Algae (calcareous), Organic Ginger (root), Organic Spinach (leaf), Organic Kale (leaf), Organic Dandelion (root), Organic Burdock (root), Organic Red Clover (blossom), Organic Parsley (leaf), Organic Beet (root), Organic Lemon (peel), Organic Dandelion (leaf), Organic Carrot (root), Organic Broccoli (stalk and flower), Organic Parsley (root), Organic Tomato (fruit), Organic Cucumber (fruit), Organic Celery (stalk), Organic Asparagus (shoot), Organic Green Bell Pepper (fruit), Organic Brussels Sprout (leaf), Organic Green Cabbage (leaf), Organic Cauliflower (flower), Organic Kale (leaf), Organic Spinach (leaf), Organic Collard (leaf), Organic Mustard (leaf), Organic Onion (bulb), Organic Garlic (bulb), Organic Ginger (root), Organic Blueberry (fruit), Organic Raspberry (fruit), Organic Strawberry (fruit), Organic Tart Cherry (fruit), Organic Pomegranate (fruit), Organic Cranberry (fruit), Organic Acerola Cherry (fruit), Organic Blackberry (fruit), Organic Green Tea (leaf), Organic White Tea (leaf), Organic Rooibos Tea (leaf), Organic Ginger (root), Organic Turmeric (root), Organic Cinnamon (bark), Organic Cardamom (seed), Organic Black Pepper (fruit), Organic Clove (bud), Organic Nutmeg (seed), Organic Mace (aril), Organic Allspice (fruit), Organic Cayenne (fruit), Organic Vanilla (bean), Organic Stevia (leaf)",celery;wheat_gluten,celery;mustard;wheat_gluten,,celery;wheat_gluten,,mustard,,disagreement,kg_only_prediction,barley -> wheat_gluten;celery -> celery;mustard -> mustard;oat -> wheat_gluten;wheat -> wheat_gluten,,
