product_code,product_name,ingredient_text,svm_predicted,p_haf_confirmed,p_haf_potential,common_labels,svm_only,kg_only,svm_potential_overlap,agreement,disagreement_type,direct_matches,precautionary_matches,special_threshold_matches
5400101046818,Mayonnaise,"huile de colza, eau, jaune d oeuf de poule élevée en plein air 5%, moutarde (eau, graines de moutarde,  vinaigre d alcool, acidifiant : acide citrique, curcuma en poudre) vinaigre d alcool,  sel, sucre, jus de citron concentré 0.9%, amidon  de maïs, épaississant (gomme guar - gomme xanthane, colorant : beta-carotène issu de blakeslea trispora, antioxydant: extrait de romarin, extrait d épice, arôme naturel de citron avec d autres arômes naturels",egg;mustard,egg;mustard,,egg;mustard,,,,exact_agreement,,graines de moutarde -> mustard;jaune d oeuf -> egg;moutarde -> mustard;oeuf -> egg,,
0856769006803,"Almond spice protein bar, almond spice","Almonds, coconut oil, prebiotic tapioca fiber, eggs, egg whites, flaxseed, honey, water, cinnamon, sunflower lecithin, sea salt, allspice, ginger, nutmeg, monk fruit extract, rosemary extract",egg;tree_nut,egg;tree_nut,,egg;tree_nut,,,,exact_agreement,,almonds -> tree_nut;egg -> egg;eggs -> egg,,
0790429236592,"International foodsource, walnut light halves & pieces",Walnut light halves & pieces 30%.,tree_nut,tree_nut,,tree_nut,,,,exact_agreement,,walnut -> tree_nut,,
8413761000196,Chocolate artesano con leche,"Sucre, beurre de cacao, lait en poudre (23%), pâte de cacao, lécithine de soja et arômede vainille. 30% cacao minimum. Peut contenir des traces des fruits secs.",milk;soy,milk;soy,,milk;soy,,,,exact_agreement,,beurre -> milk;lait -> milk;lecithine de soja -> soy;soja -> soy,,
0031205357002,"Deluxe sausage, fire roasted vegetables (green pepper, red onion, mushroom, red pepper) and uncured pepperoni ultra thin pizza, deluxe","Crust: (wheat flour, water, corn oil, yeast, salt), sauce: (tomatoes, salt, water, spices (oregano, salt, black pepper)), fbst free whole milk mozzarella*: (pasteurized milk, cheese cultures, salt, enzymes) *our cheese is made from milk that is bst free. no significant difference has been shown between milk derived from rbst treated and non-rbst treated cows, sausage: (pork, salt, spices, flavorings), fire roasted vegetables: (green peppers, red onions, mushrooms, red peppers), all natural* uncured pepperoni: (no nitrites or nitrates added* except for naturally occurring in celery juice and cherry powder, pork, salt, contains 2% or less of turbinado sugar, spices, flavoring, celery juice powder, cherry powder, lactic acid starter culture, oleoresin of paprika, lime juice concentrate) *minimally processed. no artificial ingredients.",celery;milk;wheat_gluten,celery;milk;wheat_gluten,,celery;milk;wheat_gluten,,,,exact_agreement,,celery -> celery;milk -> milk;wheat -> wheat_gluten;wheat flour -> wheat_gluten;whole milk -> milk,,
3263859861018,6 cheese burgers,"Pain spécial 44% (farine de blé - eau - huile végétale de colza - dextrose - levure - gluten de blé - graines de sésame - sel - émulsifiant : mono et diglycérides d'acides gras - farine de fève - agent de traitement de la farine : acide ascorbique) - prépapration de viande bovine hachée cuite 36% (viande bovine hachée 80% - eau - protéines de soja réhydratées 8 % - protéines de soja I ,9% - fibres de pomme de terre - sel - arômes) - sauce 1 0% [eau - moutarde (eau - vinaigre - graines de moutarde - sel - acidifiant : acide citrique - sucre - épice - antioxydant : disulfite de potassium - arômes naturels) - concentré de tomates - sucre - huile végétale de colza - oignons - cornichons - amidon transformé de maïs - vignaire - sel] - fromage fondu (fromage - eau - beurre - amidon modifié de pomme de terre : phosphate de diamidon - protéines de lait - sel - émulsifiant : citrates de sodium - sel - colorants : carotène, extraits de paprika). Viande bovine origine : UE. Les informations en gras sont destinées aux personnes allergiques ou intolérantes.",milk;mustard;sesame;soy;wheat_gluten,milk;mustard;sesame;soy;wheat_gluten,,milk;mustard;sesame;soy;wheat_gluten,,,,exact_agreement,,beurre -> milk;ble -> wheat_gluten;farine de ble -> wheat_gluten;fromage -> milk;gluten -> wheat_gluten;graines de moutarde -> mustard;graines de sesame -> sesame;lait -> milk;moutarde -> mustard;proteines de lait -> milk;sesame -> sesame;soja -> soy,,
0858782001827,Pork and vegetable dumplings,"Filling: Pork, Cabbage, Suichoy, Water, Onion, Soy sauce (water, soybeans, wheat, salt), Yeast extract, Sesame oil, Sugar, Salt, Spices, Onion powder. Wapper: Wheat flour, Water, Canola oil, Salt, Sugar. Contains: Wheat, Soy, Sesame. Ingrédients. Garniture: Porc, Chou, Suichoy, Eau, Oignon, Sauce soja (eau, fèves de soja, blé, sel), Extrait de levure, Huiles de sésame, Sucre, Sel, Épices, Poudre d'oignon. Enveloppe : Farine de blé, Eau, Huile de canola, Sel, Sucre. Contient : Blé, Soja, Sésame. Nutritic Valeur Per 4 dum pour 4 que Calories Fat/Lipide Saturated +Trans/ Carbohyd Fibre / F Sugars Protein/ Cholester Sodium 4 Potassium Calcium 2 Iron/Fer *5% or less is *5% ou moin COOKING INSTRUCTIONS / INSTRUCTIONS DE Ensure internal temperature reaches 74 °C (165 °F)./S'assurer que la température interne atteint 74 °C (165 °F). A A) TRADITIONAL METHOD (RECOMMENDED)/METHODE TRADITION 1. Heat a non-stick pan over medium-high heat. Add 2 tsp. (10 ml) cooking oil in a non-stick pan 2. Add 1/2 cup (125 ml) of cold water. Cover pan and let steam for 3 minutes, remove cover and 3. Reduce heat to medium and cook until one side is brown (crisp). Serve with your favourite dipp 1. Chauffer une poêle antiadhésive à feu moyen-élevé. Ajouter 2 c. à the (10 ml) d'huile de cuisson quenelles congelés en une seule couche. 2. Ajouter 1/2 tasse (125 ml) d'eau froide. Couvrir et cuire à la vapeur pendant 3 minutes, retirer le 3. Réduire à feu moyen et cuire jusqu'à ce qu'un coté soit doré (croustillant). Servir avec votre sau 1. Use a medium size pot and add: 4 cups water, 2 cups of broth-chicken (recommended) or he B) SOUP/SOUPE sesame oil, 1/2 cup of chopped carrots or favorite vegetable, bring to boil. 2. Add dumplings and return to boiling for 3 minutes, stir occasionally to prevent sticking 3. Add 2 tsp. (10g) chopped green onion and 1 tsp. (5g) chopped cilantro, ready to serve. venne et ajouter: 4 tasses d'eau, 2 tasses de bouillon de poure thé d'huile de sésame. 1/2 tasse de carottes ou de cet mite inutes. pandre hacher and",sesame;soy;wheat_gluten,sesame;soy;wheat_gluten,,sesame;soy;wheat_gluten,,,,exact_agreement,,ble -> wheat_gluten;farine de ble -> wheat_gluten;huile de sesame -> sesame;sesame -> sesame;sesame oil -> sesame;soja -> soy;soy -> soy;soybeans -> soy;wheat -> wheat_gluten;wheat flour -> wheat_gluten,,
9300644703192,Campbell Real stock fish 500ml,"Water, fish, shrimp (crustacean), salt, glucose, reconstituted lemon juice, onion, fennel, pepper, thyme, food acid (lactic acid)",crustaceans;fish,crustaceans;fish,,crustaceans;fish,,,,exact_agreement,,fish -> fish;shrimp -> crustaceans,,
8851717902741,นมเปรี้ยวดัชมิลล์ 4-1 รสเบอร์รี่รวม,"สวนประกอบ INGREDIENTS เกรต Y0HURT 51% น้านมโด 34%. นมผงราณ่นเย .เ า39% นมผงเต็มมันเนย 0.5%, น่าตาล SUGNR I19 ุบอรรวม MWED BERRIES JUเ0E 025% (น่าสตรอนอร จmล์เบยรีน้ำบลูบอรี วิานมินรม ทม P เ25% สีลังเคราะห์ (NS 124, สารควบคุมคาามเปนา าง20 สารทาให้คงตัว เNS 40) แต่งกรันเลียนาน พมงหรเล่ยกริมล้รนลเร็ต้เะรกรต่ต้ ส์ อนสงรมนนรางล้าบัมเรัอะมาบ่อหังสอน ามุถลาหรับผู้แห้อาหาร .มี เลิตภัณฑ่ของนม .ปริถุณหภมิ 2 - 8ช ตลอดเวลา เขยาก่อนคดม จ ด้ำ เ",,,,,,,,exact_agreement,,,,
0742753327019,Three bridges cheese & uncured bacon egg bites,"Egg, cottage cheese (cultured pasteurized nonfat milk, milk, cream, salt, stabilizer [guar gum, xanthan gum, carrageenan, locust bean gum], natural flavor), monterey jack cheese (pasteurized milk, cheese cultures, salt, enzymes), cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes, powdered cellulose [to prevent caking]), uncured bacon - no nitrates or nitrites added except for that naturally occurring in cultured celery juice and sea salt (pork, water, salt, turbinado sugar, seasoning [cultured celery juice powder, sea salt]), unsalted butter, granulated garlic, spices.",celery;egg;milk,celery;egg;milk,,celery;egg;milk,,,,exact_agreement,,butter -> milk;celery -> celery;cream -> milk;egg -> egg;milk -> milk,,
3270160825578,Tarte Façon Crumble à la Poire et à la Pomme,"Farine de _blé_ (_gluten_), poire au sirop (poire 12,8 %, eau, sucre, sirop de glucose-fructose de blé, correcteur d'acidité : acide citrique), pomme 20,1 %, sucre, _beurre_ concentré (_lait_) 7,3 %, _beurre_ (_lait_) 4,8 %, caramel 3,9 % (sucre, sirop de glucose-fructose de blé, eau), noix en poudre 3 %, purée de poire sucrée (purée de poire 2,6 %, sucre), _œuf_ entier liquide pasteurisé, eau, amidon transformé de pomme de terre, poudre à lever (diphosphates carbonates de sodium), sel, jus de citron concentré.",egg;milk;tree_nut;wheat_gluten,egg;milk;tree_nut;wheat_gluten,,egg;milk;tree_nut;wheat_gluten,,,,exact_agreement,,beurre -> milk;ble -> wheat_gluten;farine de ble -> wheat_gluten;gluten -> wheat_gluten;lait -> milk;noix -> tree_nut;oeuf -> egg,,
3350033318885,100% multifruit flash pasteurisé,Jus de pomme* 40% - jus d'orange* 26% - purée de mangue* 16% - purée de banane* 10% - jus d'ananas&quot; 5* - purée de fruit de la passion* 3%. ingrédients issus de l'agriculture biologique.,,,,,,,,exact_agreement,,,,
07518326,maltesers,"sugar, milk ingredients cocda butter, glucose solids, cocoa mass, lactose palm and palm kernel oil, malted barley extract, soy lecithin, sorbitan tristearate monocalcium phosphate, potassium bicarbonate, wheat syrup, artificial flavour sodium bicarbonate, pectin may contain: egg. 77 ingrédients: sucre, substances laitières beurre de cacao, matière séche de glucose pāte de cacao, lactose, huile de palme et palmiste, extrait d'orge maltée, lécithi soja, tristéarate de sorbitane, phos monocalcique, bicarbonate de potas sirop de blé, arôme artificiel, bice de sodium, pectine. peut contenir : des oeufs. calories total fat sat fat trans fa 190 9g 5g og sucres pres sates lpes i 25% upees to ta 14% guideline dar amouint serve repere percent day",egg;milk;soy;wheat_gluten,milk;soy;wheat_gluten,egg,milk;soy;wheat_gluten,egg,,egg,disagreement,svm_only_prediction,beurre -> milk;ble -> wheat_gluten;lactose -> milk;orge -> wheat_gluten;soja -> soy,barley -> wheat_gluten;butter -> milk;egg -> egg;lactose -> milk;milk -> milk;oeufs -> egg;soy -> soy;soy lecithin -> soy;wheat -> wheat_gluten,
0816401022165,MULTI COLLAGEN PROTEIN Vanilla,"Multi Collagen Complex, Hydrolyzed Bovine Hide Collagen Peptides, Fermented Eggshell Membrane Collagen, Chicken Bone Broth Protein Concentrate, Bacillus coagulans SNZ-1969 or IDCC1201 (2 Billion CFU¹), Hydrolyzed Fish Collagen Peptides, Natural vanilla flavor, stevia leaf extract, Egg, Fish (Haddock, Cod, Pollock)",egg;fish,egg;fish,,egg;fish,,,,exact_agreement,,cod -> fish;egg -> egg;fish -> fish;haddock -> fish,,
0049022047556,Bridge Mix,"n facts honogenated palm kernel oil, cocoa powder, whey powder, nonfat milk powder, soy lecithin, vanilla), dark chocolate (sugar, chocolate ingredients confectionery coating (sugar. palm kernel oil and/or palm oil, nonfat dry milk. whey powder, nonfat yogurt powder (cultured whey, nonfat milk), titanium dioxide (color), soy 150 liquor cocoa butter, soy lecithin, vanilla), per container 15 pieces (30g) vanilla creme (yogurt flavored coating [sugar, lecitin, lactic acid, vanilla], coconut oil, (peanuts, corn oil), raisins, milk chocolate 12% sugar, cocoa butter, chocolate liquor, whole % daily value natural and artificial flavors), roasted peanuts 30% milk powder, soy lecithin, salt, vanilla), malt ball center (corn syrup, sugar, dairy blend [whey, whey protein concentratej, malt powder 0% malted barley, wheat, milk, hydrolyzed wheat gluten, sodium bicarbonate, salt], malted 1% barley, soy lecithin, salt), roasted almonds 7% (almonds, corn oil), gum äcacia, shellac. 4% contains almond, milk, peanut, soy, wheat. may also contain other tree nuts. ad sugars",milk;peanut;soy;tree_nut;wheat_gluten,milk;peanut;soy;tree_nut;wheat_gluten,,milk;peanut;soy;tree_nut;wheat_gluten,,,,exact_agreement,,almond -> tree_nut;almonds -> tree_nut;barley -> wheat_gluten;butter -> milk;creme -> milk;gluten -> wheat_gluten;milk -> milk;milk powder -> milk;peanut -> peanut;peanuts -> peanut;soy -> soy;soy lecithin -> soy;tree nuts -> tree_nut;wheat -> wheat_gluten;whey -> milk;whey protein -> milk,,
9310645115771,Salted Mixed Nuts,"Mixed Nuts 98% (_Peanuts_, _Almonds_, _Hazelnut_, _Cashew Nuts_), Salt 1%, _Peanut_ Oil",peanut;tree_nut,peanut;tree_nut,,peanut;tree_nut,,,,exact_agreement,,almonds -> tree_nut;cashew -> tree_nut;hazelnut -> tree_nut;peanut -> peanut;peanut oil -> peanut;peanuts -> peanut,,
2685401070258,Lapin entier,Lapin entier,,,,,,,,exact_agreement,,,,
8001100070599,Panettone,"Farine de blé - fruits exotiques déshydratés et sucrés 25,1% [(ananas 9,1% - papaye 9,1% - goyave 4,6% - jaquier 2,3%) - sucre] - beurre - jaunes d'oeufs* frais 8,3% - sucre - levure naturelle 8% (farine de blé - eau - levure) - lait frais pasteurisé haute qualité 4,3% - émulsifiants: mono-et diglycérides d'acides gras - sirop de sucre inverti - sel - arômes naturels.",egg;milk;wheat_gluten,egg;milk;wheat_gluten,,egg;milk;wheat_gluten,,,,exact_agreement,,beurre -> milk;ble -> wheat_gluten;farine de ble -> wheat_gluten;lait -> milk;oeufs -> egg,,
3433700017059,Le Baeckeoffe Traditionnel,"Légumes 49% (pommes de terre, carottes, poireaux, oignons), viandes de porc* 21% (dont 7,3% de pieds de porc), viande de bœuf* 13%, viande d'agneau* 8 %, Riesling d'Alsace, sel, farine de BLÉ, ail, acidifiant : citrate de sodium, acétate de sodium, amidon modifié de mais, épices (CÉLERI, ŒUF, MOUTARDE), matière grasse végétale, arômes naturels, lactose (LAIT), antioxydants: acide ascorbique, ascorbate de sodium, maltodextrine, eau, protéines de lait, extrait de levure, fécule de pomme de terre, jus d'oignon, huile de tournesol. * Viandes origine Union Européenne.",celery;milk;mustard;wheat_gluten,celery;egg;milk;mustard;wheat_gluten,,celery;milk;mustard;wheat_gluten,,egg,,disagreement,kg_only_prediction,ble -> wheat_gluten;celeri -> celery;farine de ble -> wheat_gluten;lactose -> milk;lait -> milk;moutarde -> mustard;oeuf -> egg;proteines de lait -> milk,,
3019081238681,Sardines à l'huile d'olive et herbes de Provence,"Sardines (Fish), Extra Virgin Olive Oil, Salt, Provencal Herbs (0.3%), Natural Herbs Flavouring. MAY CONTAIN TRACES OF CELERY, GLUTEN AND MUSTARD. PT",fish,fish,celery;mustard;wheat_gluten,fish,,,,exact_agreement,,fish -> fish,celery -> celery;gluten -> wheat_gluten;mustard -> mustard,
20224035,Boeuf bourguignon aux pommes de terre,"28% pommes de terres (sulfites), 25% viande de bœuf préparée (16% viande de bœuf (origine France), eau, amidon modifié de maïs, sel, stabilisant : triphosphates ; fibre de blé, gélifiants : algues Euchema transformées, farine de graines de caroube, maltodextrine), eau, 11,7% carottes, 8% vin rouge (sulfites), concentré de tomates, amidon modifié de maïs, épices et plantes aromatiques, arômes (contient : soja, gluten, lait, céleri), huile de colza, sel, sucre, colorant : caramel ammoniacal.",celery;milk;soy;wheat_gluten,celery;milk;soy;wheat_gluten,,celery;milk;soy;wheat_gluten,,,,exact_agreement,,ble -> wheat_gluten;celeri -> celery;gluten -> wheat_gluten;lait -> milk;soja -> soy,,sulfites -> sulphites
3270160890477,12 mini brochettes salees,"Ananas en morceaux mariné 17,4% (ananas grillé, huile de colza, sucre, jus de citron concentré, thym, vanille), _fromage de chèvre_ 17,4% (contient _lait_), _comté_ 17,4% (contient _lait_), tomate semi-séchée marinée 15,7 % (tomate, huile de colza, origan, sel, ail), pomme verte 14,1% (pomme verte, antioxydants: acide ascorbique, ascorbate de calcium), jambon Serrano 12,2% (viande de porc, sel, dextrose de maïs, conservateurs : nitrite de sodium, nitrate de potassium), cranberry séchée 1,5% (cranberry, farine de riz, sucre, huile de tournesol), jus de citron jaune à base de concentré, sirop de sucre de canne, _pistache_ en poudre 0,5%, _crème_ liquide [_crème_ (_lait_), stabilisant : carraghénanesl, _fromage frais_ (contient _lait_), _mascarpone_ (crème de _lait_ pasteurisé, correcteur d'acidité : acide citrique), _moutarde_ de Dijon 0,2% (eau, graines de _moutarde_, vinaigre, sel, conservateur : sulfite acide de sodium), _moutarde_ à l'ancienne 0,2% (eau, graines de _moutarde_, vinaigre, sel), amidon de maïs, sel, épaississant : carraghénanes, _lactose_ (_lait_), poivre.",milk;mustard,milk;mustard;tree_nut,,milk;mustard,,tree_nut,,disagreement,kg_only_prediction,creme -> milk;fromage -> milk;graines de moutarde -> mustard;lactose -> milk;lait -> milk;moutarde -> mustard;pistache -> tree_nut,,sulfite -> sulphites
5400141277449,Huile de sésame,100 % huile de sésame,sesame,sesame,,sesame,,,,exact_agreement,,huile de sesame -> sesame;sesame -> sesame,,
3252920038534,100% végétal au riz dessert praliné,"Eau, poudre de riz* 15 % (sirop de riz*, amidon de riz*, farine de riz*, épaississant : gomme arabique*, stabilisant : carraghénanes), praliné* 5,5% (sucre mi blond*, amande*, noisette*), sucre*, huile de coprah*, Algae (Lithothamnium calcareum) * issu de l'agriculture biologique",tree_nut,tree_nut,,tree_nut,,,,exact_agreement,,amande -> tree_nut;noisette -> tree_nut,,
0861809000109,"Original organic lemonade, original","Filtered water, organic cane sugar, organic lemon juice concentrate, organic erythritol, organic natural flavors, citric acid, ascorbic acid, organic stevia extract.",,,,,,,,exact_agreement,,,,
8001440131196,Piselli bio,"Piselli biologici, acqua, zucchero di canna biologico, sale.",,,,,,,,exact_agreement,,,,
8051499212728,Cauliflower gnocchi,"Cauliflower* 35%, potato starch, water, corn flour, dehydrated potato flakes, rice flour, salt. *Origin of the ingredient: EU.",,,,,,,,exact_agreement,,,,
8718226323026,Tropical,"eau, 25% jus (purée de banane 10%, pomme 10%, ananas 2%, jus de citron 2%, pêche à base de concentré), sucre, acidulant : acide citrique, arômes, colorant : b-carotène",,,,,,,,exact_agreement,,,,
0023933682181,Chocolate icing cake,"Sugar, soybean oil, bleached wheat flour, eggs, water, nonfat milk, intersterified soybean oil, egg whites, butter, cocoa (processed with alkali), corn syrup, nonfat dry milk, food starch modified, hydrogenated cottonseed oil, mono and diglycerides, sodium bicarbonate, distilled monoglycerides, salt, natural and artificial flavors, sodium acid pyrophosphate, propylene glycol monoester, lecithin, guar gum, food starch-modified, sodium caseinate (milk), polyglycerol ester of fatty acids, red 40, blue 1, blue 2, red 3, yellow 6, yellow 5, xanthan gum.",egg;milk;soy;wheat_gluten,egg;milk;soy;wheat_gluten,,egg;milk;soy;wheat_gluten,,,,exact_agreement,,butter -> milk;caseinate -> milk;egg -> egg;eggs -> egg;milk -> milk;soybean -> soy;wheat -> wheat_gluten;wheat flour -> wheat_gluten,,
7032069715468,Chunky Salsa,"Hakkede tomater (40 %), vann (30 %), løk (9%), tomatpuré (9 %), hakket grønn pepper (6 %), syltet jalapeños (jalapeños, vann, salt) (3 %), modifisert stivelse (mais) (2%), eddik, salt, antioksidant (E 300), tørket persille, knust korianderfrø, naturlig hvitløkaroma, tørkede korianderblader.",,,,,,,,exact_agreement,,,,
0689076716369,"Branford's Originals, Original Hot Sauce, Hot","Water, onion, garlic, distilled vinegar, mustard seed, celery, salt, sugar, turmeric, habanero peppers, paprika, spices",celery;mustard,celery;mustard,,celery;mustard,,,,exact_agreement,,celery -> celery;mustard -> mustard;mustard seed -> mustard,,
0007789047330,"Nutter Batter Vanilla Ice Cream With Peanut Butter Dough, Caramel & Peanut Butter Swirls Premium Ice Cream, Nutter Batter","Cream, Skim Milk, Buttermilk, Liquid Sugar, Peanut Butter Dough (Wheat Flour, Sugar, Peanuts, Pasteurized Eggs, Water, Brown Sugar, Salt), Milk, Caramel Sauce (Corn Syrup, Sugar, Water, Nonfat Milla Solids, Butter Cream, Salt), Molasses, Salt, Pectin), Peanut Butter (Peanuts, Peanut Oil, Dextrose, Salt, Mono - And Diglycerides), Egg Yolks, Natural Flavor.",egg;milk;peanut;wheat_gluten,egg;milk;peanut;wheat_gluten,,egg;milk;peanut;wheat_gluten,,,,exact_agreement,,butter -> milk;cream -> milk;egg -> egg;eggs -> egg;milk -> milk;peanut -> peanut;peanut butter -> peanut;peanut oil -> peanut;peanuts -> peanut;skim milk -> milk;wheat -> wheat_gluten;wheat flour -> wheat_gluten,,
3460872132556,Raviolis Crevette à la Vapeur,"Eau, _crevettes_ 24 %, fécule de pomme de terre, amidon de BLÉ, barde de porc, châtaigne d'eau, pousse de bambou, sucre, margarine, sel, exhausteur de goût: E621, sauce de POISSON (eau, extrait de POISSON, sel, sucre), huile de sésame, épices,",crustaceans;sesame;wheat_gluten,crustaceans;sesame;wheat_gluten,,crustaceans;sesame;wheat_gluten,,,,exact_agreement,,ble -> wheat_gluten;crevettes -> crustaceans;huile de sesame -> sesame;sesame -> sesame,,
3324490900693,Terrine canard aux olives,"Gorge de porc, canard 22%, foie de poulet, olives vertes 5,8%, concassé de tomates (tomates, jus de tomates, acidifiant : acide citrique E330), vin blanc, sel, œufs entiers, herbes de Provence (thym, romarin, sarriette, origan), poivre",egg,egg,,egg,,,,exact_agreement,,oeufs -> egg,,
4388844220508,Rucola,Rucola,,,,,,,,exact_agreement,,,,
0722648543236,"Jewel osco, energy mix","Peanuts, candy pieces (sugar, cocoa, partially hydrogenated palm kernel, palm and coconut oils, whey artificial color [including blue 1, blue 1 lake, blue 2 lake, yellow 5, yellow 5 lake, yellow 6, yellow 6 lake, red 40, red 40 lake, sorbitol, titanium dioxide, phosphoric acid, methyl and propyl parabens, caramel], nonfat dry milk powder, corn syrup, soy lecithin {emulsifier}, carnauba wax, vanillin [artificial flavor]), sunflower kernels, semi-sweet chocolate drops (sugar, chocolate liquor, anhydrous milk fat, cocoa butter, soy lecithin [an emulsifier]), dark raisins, soynuts (soybeans, sunflower oil), cottonseed, peanut & coconut oils, salt.",milk;peanut;soy,milk;peanut;soy,,milk;peanut;soy,,,,exact_agreement,,butter -> milk;milk -> milk;milk powder -> milk;peanut -> peanut;peanuts -> peanut;soy -> soy;soy lecithin -> soy;soybeans -> soy;whey -> milk,,
3366760035063,Nems porc,"Nems (5x65g): viande de porc 22,4% (Origine France), eau, vermicelle de pois réhydraté, farine de riz 12,3%, carotte, oignon, champignon noir réhydraté, gras de porc 3,7%, farine de peries de tapioca, sel, huile de tournesol, purée de gingembre, poivre. Huile de friture: Huile de tournesol. Pourcentages exprimés sur les nems avant friture. Traces possibles de soja, céréales contenant du gluten, poissons, crustacés, mollusques, lait, œufs, moutarde, céleri et graines de sésame. Sauce nuoc-mam (20g) : eau, sucre, nuoc-mâm 14% (POISSON, sel, eau), vinaigre d'alcool, sei. Pourcentage exprimé sur la sauce.",egg;mustard;sesame;soy;wheat_gluten,celery;egg;milk;mustard;sesame;soy;wheat_gluten,,egg;mustard;sesame;soy;wheat_gluten,,celery;milk,,disagreement,kg_only_prediction,celeri -> celery;gluten -> wheat_gluten;graines de sesame -> sesame;lait -> milk;moutarde -> mustard;oeufs -> egg;sesame -> sesame;soja -> soy,,
3412940100042,Mes Tarti Délis Ail & fines herbes,"Bouillon de légumes* (eau, carottes*, oignons*), huile de tournesol*, graines de soja*, farine de riz*, ciboulette* (5%), persil* (3,1%), fécule de pomme de terre*, flocons de pomme de terre*, sel marin, ail* (0,6%), herbes de Provence* (0,1%), poivre noir*. *Ingrédient issu de l'agriculture biologique. Allergène : soja. Traces possibles de fruits à coques et sésame",sesame;soy,sesame;soy,,sesame;soy,,,,exact_agreement,,sesame -> sesame;soja -> soy,,
5029223011520,Double Stuffed Olives,"Green Olives (46%), Water, Almonds (9%), Red Peppers (3%), Salt, DOU White Wine Vinegar, Acidity Regulators (Lactic Acid, Citric Acid). STUFF For allergens see ingredients in bold. OLIVE May contain olive pits or pit fragments. Reject if lid button is up before opening. Refrigerate",,tree_nut,,,,tree_nut,,disagreement,kg_only_prediction,almonds -> tree_nut,,
4024698486034,Bauern-Kartoffelsalat,"Zlutaten: 63% Kartoffeln, Gurken, Zwiebeln, 9% Speck (Schweinefleis ch, Kochsalz, Konservierungsstoff Natrium - ritrit), 4% Rapsol, Zucker, Branntweinessig, Krauter, Koch - salz, Gewürze, Verdickungsmittel (Guarkernmehl, Xanthan, ohannisbrotkernmehl), Konservierungsstoffe (Natrium - benzoat, Kaliumsorbat).",,,,,,,,exact_agreement,,,,
2000000063185,"Poulet Sauce Massalé, Riz, Haricots Rouges","Poulet Sauce Massalé, Riz, Haricots Rouges (_gluten_, _lait_).",milk;wheat_gluten,milk;wheat_gluten,,milk;wheat_gluten,,,,exact_agreement,,gluten -> wheat_gluten;lait -> milk,,
3700311867114,Saumon fumé,Saumon Atlantique (Salmo salar) 97% - sel 3%,fish,fish,,fish,,,,exact_agreement,,saumon -> fish,,
4056489208914,Zarte Hertingsfilets in Tomatensauce,"60 % _Heringsfilets_, Wasser, 13 % Tomaten - mark doppelt konzentriert, Rapsöl, Zucker, Branntweinessig (AT: Weingeistessig), Verdickungsmittel: Xanthan; Stärke, Gewürze, Speisesalz.",,,,,,,,exact_agreement,,,,
0698997809623,Roasted garlic mac & cheese with spinach,"Gluten free elbow noodles (water, brown rice flour, potato starch, tapioca starch, egg white, salt, xanthan gum), whole milk (milk, vitamin d3), spinach, monterey jack cheese (milk, cheese culture, salt, enzymes), cheddar cheese (milk, cheese cultures, salt, enzymes), fontina cheese (cultured milk, enzymes, salt), heavy cream, butter, water, onions, potato flour, parmesan cheese (milk, cheese cultures, salt, enzymes), garlic, corn starch, sea salt, spices.",egg;milk;wheat_gluten,egg;milk;wheat_gluten,,egg;milk;wheat_gluten,,,,exact_agreement,,butter -> milk;cream -> milk;egg -> egg;egg white -> egg;gluten -> wheat_gluten;milk -> milk;whole milk -> milk,,
0075450199864,Tortillas sonora flour tortillas,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate riboflavin, folic acid), water, partially hydrogenated soybean and cottonseed oils, soybean oil, salt, mono-and diglycerides, calcium propionate (preservative), sugar, baking powder (cornstarch, sodium acid pyrophosphate, sodium bicarbonate, monocalcium phosphate), fumaric acid, wheat gluten, potato starch, guar gum, xanthan gum, l cysteine (dough conditioner), enzyme, sodium metabisulfite (dough conditioner).",soy;wheat_gluten,soy;wheat_gluten,,soy;wheat_gluten,,,,exact_agreement,,barley -> wheat_gluten;barley flour -> wheat_gluten;gluten -> wheat_gluten;soybean -> soy;wheat -> wheat_gluten;wheat flour -> wheat_gluten,,
0070200011632,Slivered Almonds Dried Cranberries & Sunflower Seeds,"Dried cranberries (cranberries, sugar, sunflower oil), roasted sunflower kernels (sunflower kernels, canola and/or peanut oil), roasted almonds, seasoning [maltodextrin, salt, garlic powder, sugar, spices, natural flavors (contains milk), yeast extract, extractive of turmeric], soy lecithin, canola oil.",milk;peanut;soy;tree_nut,milk;peanut;soy;tree_nut,,milk;peanut;soy;tree_nut,,,,exact_agreement,,almonds -> tree_nut;milk -> milk;peanut -> peanut;peanut oil -> peanut;soy -> soy;soy lecithin -> soy,,
0041130302091,Creamy Peanut Butter,"PEANUTS, DEXTROSE, FULLY HYDROGENATED VEGETABLE OILS (RAPESEED, COTTONSEED AND SOYBEAN), SALT, CORN SYRUP.",peanut;soy,peanut;soy,,peanut;soy,,,,exact_agreement,,peanuts -> peanut;soybean -> soy,,
